model_type,seed,action_mode,episode_id,step,success,episode_length,goal_delta_l2,goal_cosine_prev,action_prob_kl_from_prev,top1_action_changed_on_goal_update,entropy_after_update,top1_prob_after_update
baseline,44,sample,88,20,True,50,0.9919531345367432,0.9474603089166893,0.000978553667664528,False,1.0138142108917236,0.7035621404647827
baseline,44,sample,88,30,True,50,0.5097754001617432,0.9920295949317767,6.062909960746765e-05,False,1.4118119478225708,0.4931648075580597
baseline,44,sample,88,40,True,50,0.2331787347793579,0.998000976998386,0.16958224773406982,False,1.6653538942337036,0.41487810015678406
baseline,44,sample,89,10,True,38,0.5174654722213745,0.9865275604769782,0.00019566528499126434,False,1.6694860458374023,0.4439985156059265
baseline,44,sample,89,20,True,38,0.64111328125,0.9742253915494005,0.0005009640008211136,False,1.1340864896774292,0.6536802649497986
baseline,44,sample,89,30,True,38,0.440929114818573,0.9913410450961736,2.570363759994507,True,1.0364282131195068,0.7333337664604187
baseline,44,sample,90,10,True,33,0.4697587192058563,0.9942615060068538,0.035000018775463104,False,1.39701247215271,0.5330221056938171
baseline,44,sample,90,20,True,33,0.41515660285949707,0.9960412460178343,3.9412640035152435e-05,False,1.552044153213501,0.421762615442276
baseline,44,sample,90,30,True,33,0.3975452482700348,0.9957346563151281,0.016355380415916443,False,1.0009868144989014,0.7153629064559937
baseline,44,sample,91,10,True,25,0.5146902799606323,0.986377784770176,0.00046735070645809174,False,1.2190608978271484,0.6148704886436462
baseline,44,sample,91,20,True,25,0.5539464354515076,0.9979932995543703,3.8116355426609516e-05,False,0.8053655624389648,0.786248505115509
baseline,44,sample,92,10,True,24,0.6795090436935425,0.977331955162657,1.119431734085083,True,1.114353060722351,0.6600918173789978
baseline,44,sample,92,20,True,24,0.8188509941101074,0.9738120035473254,1.8308916091918945,True,1.4995224475860596,0.5353440046310425
baseline,44,sample,93,10,True,23,0.7929197549819946,0.9640456943662921,0.0006875470280647278,False,1.3491904735565186,0.5605913996696472
baseline,44,sample,93,20,True,23,0.4486668109893799,0.9941406761590541,0.7421717643737793,True,1.4166460037231445,0.5040187835693359
baseline,44,sample,94,10,True,37,0.6853708624839783,0.9648025438980793,0.07545488327741623,False,1.447474718093872,0.5087889432907104
baseline,44,sample,94,20,True,37,0.453098863363266,0.9959953887911652,4.0859682485461235e-05,False,1.501335620880127,0.47875285148620605
baseline,44,sample,94,30,True,37,0.14569109678268433,0.9987059834640766,0.09735535085201263,False,1.5506302118301392,0.4708627760410309
baseline,44,sample,95,10,True,31,0.4016093909740448,0.990395585273846,0.495669960975647,True,1.8487268686294556,0.30377086997032166
baseline,44,sample,95,20,True,31,0.4773711562156677,0.9889342824631003,2.9890024662017822,True,1.3139790296554565,0.5812331438064575
baseline,44,sample,95,30,True,31,0.9024282693862915,0.9910636680218664,0.027401110157370567,False,0.7558861374855042,0.8076813220977783
baseline,44,sample,96,10,True,31,1.0050685405731201,0.9459114659900422,0.0010349676012992859,False,1.1034152507781982,0.6689383387565613
baseline,44,sample,96,20,True,31,0.6094479560852051,0.9889751786143623,1.7275049686431885,True,1.442210078239441,0.4925159215927124
baseline,44,sample,96,30,True,31,0.6802014708518982,0.9947085042225785,0.015510800294578075,False,0.7139143943786621,0.8227369785308838
baseline,44,sample,97,10,True,33,0.27127015590667725,0.9966394026731835,9.667826816439629e-05,False,1.8511886596679688,0.30593979358673096
baseline,44,sample,97,20,True,33,0.4071561396121979,0.992762243283275,2.7438466548919678,True,1.472488522529602,0.4884243309497833
baseline,44,sample,97,30,True,33,0.6405880451202393,0.9935000302983193,1.6343321800231934,True,0.7934519052505493,0.7925034761428833
baseline,44,sample,98,10,True,24,0.586863100528717,0.9780403932688644,2.3148789405822754,True,1.4246304035186768,0.5302972197532654
baseline,44,sample,98,20,True,24,0.5784852504730225,0.9925017831126801,0.7227475643157959,True,1.4142208099365234,0.49228689074516296
baseline,44,sample,99,10,True,46,0.647635817527771,0.976931151736832,0.18177416920661926,False,1.677058219909668,0.4065459370613098
baseline,44,sample,99,20,True,46,0.4987589120864868,0.9852006600161424,0.00017204973846673965,False,1.6721012592315674,0.4423210322856903
baseline,44,sample,99,30,True,46,0.5909019112586975,0.9835943504993415,0.0003658989444375038,False,1.1007106304168701,0.673557460308075
baseline,44,sample,99,40,True,46,0.2836025655269623,0.9976058935781396,1.28189567476511e-05,False,1.4402852058410645,0.49335163831710815
baseline,44,sample,100,10,True,53,0.6409210562705994,0.975361374285589,0.0004582498222589493,False,1.7017560005187988,0.3909487724304199
baseline,44,sample,100,20,True,53,0.7618797421455383,0.9774929567231448,1.358660340309143,True,0.9806722402572632,0.7182703018188477
baseline,44,sample,100,30,True,53,0.41836249828338623,0.9912423155887171,0.00010344223119318485,False,1.7015284299850464,0.4118344485759735
baseline,44,sample,100,40,True,53,0.502954363822937,0.9934568966944543,0.00417749211192131,False,1.0597989559173584,0.6869670152664185
baseline,44,sample,100,50,True,53,0.2822236120700836,0.9971986868075357,1.140631502494216e-05,False,1.4394710063934326,0.4929288625717163
baseline,44,argmax,1,10,True,16,0.5168228149414062,0.9930391102709333,0.020993594080209732,False,1.2778925895690918,0.5935148000717163
baseline,44,argmax,2,10,True,20,0.616305410861969,0.9817574981300926,0.003564988262951374,False,1.1883854866027832,0.6283754110336304
baseline,44,argmax,3,10,True,18,0.8097324371337891,0.9789715061916662,0.0030118608847260475,False,1.1077117919921875,0.6650707125663757
baseline,44,argmax,4,10,True,14,0.9890680909156799,0.955889254565576,1.3041971921920776,True,1.0293598175048828,0.7009114027023315
baseline,44,argmax,5,10,True,14,0.9158551096916199,0.969925661299254,0.021593600511550903,False,1.3077737092971802,0.5799782276153564
baseline,44,argmax,6,10,True,17,0.5695870518684387,0.9709443364064713,2.5526795387268066,True,0.8393722772598267,0.8028746843338013
baseline,44,argmax,7,10,True,16,0.6917551755905151,0.9670502194156347,2.651811122894287,True,1.3714854717254639,0.5542797446250916
baseline,44,argmax,8,10,True,20,0.5111165642738342,0.988136139441104,0.008401460945606232,False,1.2225568294525146,0.6153046488761902
baseline,44,argmax,9,10,True,21,1.1148687601089478,0.9410639130685933,1.2809573411941528,True,1.0317797660827637,0.6960054039955139
baseline,44,argmax,9,20,True,21,1.0162155628204346,0.9829158912739043,5.031937599182129,True,0.6096465587615967,0.8569065928459167
baseline,44,argmax,10,10,True,19,0.4078877568244934,0.9955907988861623,0.08812379837036133,False,1.5341870784759521,0.4749740660190582
baseline,44,argmax,11,10,True,14,0.6546668410301208,0.9913032364560124,1.321702480316162,True,1.0235077142715454,0.7026442885398865
baseline,44,argmax,12,10,True,27,0.38752901554107666,0.9858181754268741,0.07334201037883759,False,1.9013687372207642,0.20199070870876312
baseline,44,argmax,12,20,True,27,0.4765332043170929,0.9919259291653509,0.04326092079281807,False,1.5019766092300415,0.48239895701408386
baseline,44,argmax,13,10,True,17,0.5888127088546753,0.9867204782331993,2.5877022743225098,True,0.7928050756454468,0.81656813621521
baseline,44,argmax,14,10,True,17,0.8376715779304504,0.9602947792302564,0.007307903841137886,False,1.1254503726959229,0.6614087820053101
baseline,44,argmax,15,10,True,18,0.8517841696739197,0.9599225585042162,0.015752548351883888,False,1.2273857593536377,0.6116655468940735
baseline,44,argmax,16,10,True,16,0.39621859788894653,0.9902399524591557,1.342855453491211,True,1.7093133926391602,0.42277267575263977
baseline,44,argmax,17,10,True,22,1.1232991218566895,0.9336987325430296,1.315843105316162,True,1.0072441101074219,0.707246720790863
baseline,44,argmax,17,20,True,22,0.9360724091529846,0.9627924183008868,1.9009593725204468,True,1.4900857210159302,0.547091007232666
baseline,44,argmax,18,10,True,16,0.598132848739624,0.9943852378369034,0.035468071699142456,False,1.3879863023757935,0.5411818623542786
baseline,44,argmax,19,10,True,18,0.731191098690033,0.9653176944949037,2.727344274520874,True,1.3646928071975708,0.5538150668144226
baseline,44,argmax,20,10,True,17,0.6341062188148499,0.9938903979215935,0.02360479161143303,False,1.3130415678024292,0.5765522718429565
baseline,44,argmax,21,10,True,14,0.5544561743736267,0.9938980230552841,0.6064730286598206,True,1.4784384965896606,0.48499414324760437
baseline,44,argmax,22,10,True,14,0.7093336582183838,0.9717254880128283,0.03305938094854355,False,1.3798270225524902,0.5466356873512268
baseline,44,argmax,23,10,True,18,0.5760555267333984,0.9914924830961716,2.1081132888793945,True,1.1776378154754639,0.6792534589767456
baseline,44,argmax,24,10,True,23,0.4737989008426666,0.9918301737199706,0.49114155769348145,True,1.8531094789505005,0.30125463008880615
baseline,44,argmax,24,20,True,23,0.9573121070861816,0.9784179555969861,0.0059955790638923645,False,0.876870334148407,0.7653636336326599
baseline,44,argmax,25,10,True,25,0.38752901554107666,0.9858181754268741,0.10731104761362076,False,1.9013687372207642,0.20199070870876312
baseline,44,argmax,25,20,True,25,0.7513888478279114,0.9855693553808392,0.7009257078170776,True,1.4591529369354248,0.48639628291130066
baseline,44,argmax,26,10,True,20,0.8826813697814941,0.9433175139324842,0.0230009313672781,False,1.195617914199829,0.6262794137001038
baseline,44,argmax,27,10,True,19,0.7978647947311401,0.9606658419429516,0.007611434906721115,False,1.1602543592453003,0.6414995193481445
baseline,44,argmax,28,10,True,21,0.5005074739456177,0.9904313266223427,1.209667682647705,True,1.6683048009872437,0.4450617730617523
baseline,44,argmax,28,20,True,21,1.0595730543136597,0.9732277672770975,4.802367687225342,True,0.7628548741340637,0.805776059627533
baseline,44,argmax,29,10,True,18,0.9270377159118652,0.9600902929666303,0.13427075743675232,False,1.0437361001968384,0.6935121417045593
baseline,44,argmax,30,10,True,18,0.9458308815956116,0.9511709253363156,1.6964846849441528,True,1.0006309747695923,0.7169859409332275
baseline,44,argmax,31,10,True,28,0.39343005418777466,0.9866384091128582,0.07369892299175262,True,1.74076247215271,0.3317895829677582
baseline,44,argmax,31,20,True,28,0.6765187382698059,0.9764417045646037,0.0036559742875397205,False,1.2072750329971313,0.6238450407981873
baseline,44,argmax,32,10,True,21,0.5415458679199219,0.9868806511766908,2.3069326877593994,True,1.113741159439087,0.7042664885520935
baseline,44,argmax,32,20,True,21,1.0250287055969238,0.9784582461798824,9.022513389587402,True,0.7925946712493896,0.7948089838027954
baseline,44,argmax,33,10,True,20,0.7523027658462524,0.9745903457321293,2.963613510131836,True,1.4488937854766846,0.4968295991420746
baseline,44,argmax,34,10,True,17,0.8408319354057312,0.9742235306069645,0.6538664102554321,True,1.487723708152771,0.47390833497047424
baseline,44,argmax,35,10,True,16,0.4461885094642639,0.9938895452883965,1.2661710977554321,True,1.2247285842895508,0.6218379735946655
baseline,44,argmax,36,10,True,20,0.812951922416687,0.971074119916796,3.449256181716919,True,1.416276216506958,0.5047973394393921
baseline,44,argmax,37,10,True,22,0.9928423166275024,0.9681909303423134,1.8359074592590332,True,1.1356749534606934,0.6601384282112122
baseline,44,argmax,37,20,True,22,0.7602770924568176,0.9931115259660053,0.008103642612695694,False,0.6025763750076294,0.8563724160194397
baseline,44,argmax,38,10,True,14,0.7322815656661987,0.9665672609701674,0.5813614726066589,True,1.5000909566879272,0.47937455773353577
baseline,44,argmax,39,10,True,17,0.31834739446640015,0.9948299521838546,0.02969815954566002,False,1.4435241222381592,0.5104109644889832
baseline,44,argmax,40,10,True,17,1.0316523313522339,0.9427628148154577,1.1772171258926392,True,1.0595803260803223,0.6853852272033691
baseline,44,argmax,41,10,True,14,0.748394250869751,0.9774617139208968,0.5665134191513062,True,1.5470829010009766,0.4610691964626312
baseline,44,argmax,42,10,True,16,0.894977867603302,0.9735578137878745,0.0218333937227726,False,1.3116555213928223,0.5777320265769958
baseline,44,argmax,43,10,True,18,0.5487218499183655,0.9903890509025375,0.013563495129346848,False,1.1644327640533447,0.639009952545166
baseline,44,argmax,44,10,True,15,0.8024286031723022,0.9608820803752123,0.02502032369375229,False,1.3512814044952393,0.5593951344490051
baseline,44,argmax,45,10,True,20,0.9400931000709534,0.9246782723574842,1.0880072116851807,True,1.2802499532699585,0.5939388275146484
baseline,44,argmax,46,10,True,21,0.7722024321556091,0.9688639378279127,1.0068145990371704,True,1.2820444107055664,0.5875850319862366
baseline,44,argmax,46,20,True,21,1.0529457330703735,0.9822257839841353,5.000936508178711,True,0.683067798614502,0.83320552110672
baseline,44,argmax,47,10,True,14,1.2458600997924805,0.9399790797644171,1.7746838331222534,True,0.7325804829597473,0.811140239238739
baseline,44,argmax,48,10,True,17,0.9309173226356506,0.96252993066129,0.002543433103710413,False,1.1381256580352783,0.6515442132949829
baseline,44,argmax,49,10,True,19,0.7102586030960083,0.9818804175633988,0.008239127695560455,False,1.1299972534179688,0.6573910713195801
baseline,44,argmax,50,10,True,19,1.1771228313446045,0.9432490461616977,1.3016266822814941,True,0.9997864961624146,0.7100418210029602
baseline,44,argmax,51,10,True,18,0.8972602486610413,0.9691696637976762,1.561744213104248,True,1.4585555791854858,0.4873393774032593
baseline,44,argmax,52,10,True,15,0.6709610819816589,0.9864772063602087,0.007770229130983353,False,1.0672309398651123,0.6844013333320618
baseline,44,argmax,53,10,True,19,0.8641175031661987,0.973278376047604,0.6059429049491882,True,1.4305524826049805,0.50199955701828
baseline,44,argmax,54,10,True,17,0.4078877568244934,0.9955907988861623,0.08812379837036133,False,1.5341870784759521,0.4749740660190582
baseline,44,argmax,55,10,True,19,0.9729779958724976,0.9383903104001764,1.1548411846160889,True,1.1713736057281494,0.6384587287902832
baseline,44,argmax,56,10,True,21,0.8745393753051758,0.9449495951963612,0.012727631255984306,False,1.185844898223877,0.6305733323097229
baseline,44,argmax,56,20,True,21,0.9853267073631287,0.9885940145749323,4.8261399269104,True,0.6943116188049316,0.8294309973716736
baseline,44,argmax,57,10,True,23,0.48560193181037903,0.9901276185918194,1.016212821006775,True,1.7171863317489624,0.4030478298664093
baseline,44,argmax,57,20,True,23,0.7923216819763184,0.9766005487536293,0.0266891997307539,False,1.0069139003753662,0.7130215167999268
baseline,44,argmax,58,10,True,20,0.9015374779701233,0.9566089625356808,0.0029079001396894455,False,1.1684144735336304,0.6380519866943359
baseline,44,argmax,59,10,True,17,0.879967987537384,0.9740919331572016,0.02367321401834488,False,1.33286452293396,0.567659854888916
baseline,44,argmax,60,10,True,19,0.8226732015609741,0.9598661335445056,0.01607108861207962,False,1.106924057006836,0.6699215769767761
baseline,44,argmax,61,10,True,18,0.9366002082824707,0.9604296324953239,0.01115327700972557,False,1.1523447036743164,0.6492087244987488
baseline,44,argmax,62,10,True,16,0.7115578055381775,0.9696615659052353,0.01600431650876999,False,1.313126564025879,0.5758756399154663
baseline,44,argmax,63,10,True,18,0.9648127555847168,0.9649537193536215,0.692496120929718,True,1.4219908714294434,0.501075029373169
baseline,44,argmax,64,10,True,17,0.6421598792076111,0.9653451673325845,0.14996811747550964,False,1.6751915216445923,0.40830865502357483
baseline,44,argmax,65,10,True,16,1.033534288406372,0.948311881948292,0.006254537031054497,False,1.0296547412872314,0.6988770365715027
baseline,44,argmax,66,10,True,23,0.9685091376304626,0.9665544763146041,0.710111677646637,True,1.414999008178711,0.49999773502349854
baseline,44,argmax,66,20,True,23,0.6625484824180603,0.9926275319601325,0.006701881065964699,False,0.8751025199890137,0.7659502029418945
baseline,44,argmax,67,10,True,16,1.052538514137268,0.9474682071456533,0.007225614972412586,False,1.0778956413269043,0.6801784634590149
baseline,44,argmax,68,10,True,18,0.5888240933418274,0.9744021289477058,0.07558204233646393,False,1.5588195323944092,0.46487271785736084
baseline,44,argmax,69,10,True,15,0.5170606374740601,0.9912974701156968,0.604328453540802,True,1.4796466827392578,0.4842144846916199
baseline,44,argmax,70,10,True,14,0.8273000717163086,0.9772822551269958,0.03371667116880417,False,1.3840231895446777,0.5440396666526794
baseline,44,argmax,71,10,True,22,0.8746470212936401,0.9463882799263839,1.074074625968933,True,1.2816848754882812,0.5944039821624756
baseline,44,argmax,71,20,True,22,0.9296024441719055,0.9635557008069466,1.8638890981674194,True,1.507462978363037,0.5385076403617859
baseline,44,argmax,72,10,True,17,0.5057018995285034,0.9960730036065892,3.43782901763916,True,1.3200666904449463,0.5773545503616333
baseline,44,argmax,73,10,True,22,0.7539628744125366,0.967071494857706,0.973387598991394,True,1.2947931289672852,0.5853329300880432
baseline,44,argmax,73,20,True,22,0.8407778739929199,0.96996149074472,1.8842101097106934,True,1.494920015335083,0.544684886932373
baseline,44,argmax,74,10,True,17,0.9326400756835938,0.9568987278707075,0.02834392338991165,False,1.0829908847808838,0.6781942844390869
baseline,44,argmax,75,10,True,19,0.5716130137443542,0.9780776503434279,0.04139631986618042,False,1.5044738054275513,0.4807611405849457
baseline,44,argmax,76,10,True,16,1.213015079498291,0.9469213274487414,1.2725664377212524,True,0.975305438041687,0.7192093133926392
baseline,44,argmax,77,10,True,15,0.5141861438751221,0.9886573142420229,2.7061517238616943,True,0.8163042068481445,0.8098824620246887
baseline,44,argmax,78,10,True,18,0.5878345966339111,0.9925336151378522,0.02124486118555069,False,1.2444337606430054,0.6041457056999207
baseline,44,argmax,79,10,True,23,0.8966346383094788,0.9687319788970928,1.5759735107421875,True,1.4615142345428467,0.48548585176467896
baseline,44,argmax,79,20,True,23,0.7167358994483948,0.9908912525796804,0.006614344194531441,False,0.8728874921798706,0.7668054699897766
baseline,44,argmax,80,10,True,16,0.4943101704120636,0.9900837178307111,1.3079673051834106,True,1.674392819404602,0.4066278040409088
baseline,44,argmax,81,10,True,19,0.7478775382041931,0.9796355901481039,0.9159871339797974,True,1.2032397985458374,0.6277703642845154
baseline,44,argmax,82,10,True,17,0.9055216908454895,0.9613320069666186,1.1141222715377808,True,1.1110963821411133,0.6617301106452942
baseline,44,argmax,83,10,True,17,0.45576685667037964,0.99182351495347,0.18138816952705383,False,1.7089859247207642,0.38398322463035583
baseline,44,argmax,84,10,True,22,0.6890437006950378,0.987867737388162,1.705226182937622,True,1.4444870948791504,0.49218690395355225
baseline,44,argmax,84,20,True,22,0.5311148166656494,0.9919184705936422,3.733384847640991,True,0.49720069766044617,0.8994865417480469
baseline,44,argmax,85,10,True,16,0.5234752297401428,0.9882881803054419,2.722977638244629,True,0.8106010556221008,0.8115402460098267
baseline,44,argmax,86,10,True,14,0.9003519415855408,0.9705490504545591,0.023408930748701096,False,1.3290355205535889,0.5699109435081482
baseline,44,argmax,87,10,True,16,1.054607629776001,0.946387097001403,0.01153354998677969,False,1.0789563655853271,0.6796862483024597
baseline,44,argmax,88,10,True,21,1.0017056465148926,0.9646861842152892,0.6572690606117249,True,1.4145901203155518,0.4926002025604248
baseline,44,argmax,88,20,True,21,0.8607929944992065,0.992120266052875,0.02730313315987587,False,0.7574231624603271,0.807147204875946
baseline,44,argmax,89,10,True,18,0.7041833400726318,0.9762755131936565,0.024794859811663628,False,1.1436315774917603,0.6486666202545166
baseline,44,argmax,90,10,True,17,0.710750162601471,0.9896510763126996,0.007033716421574354,False,1.081754207611084,0.6781542897224426
baseline,44,argmax,91,10,True,18,0.4255729615688324,0.9938782839438849,3.0037102699279785,True,1.3248698711395264,0.5748468041419983
baseline,44,argmax,92,10,True,15,0.5152068734169006,0.9899531265128081,1.386209487915039,True,1.6211698055267334,0.4384920299053192
baseline,44,argmax,93,10,True,13,0.8609381318092346,0.9562326394544348,0.7088305950164795,True,1.4164718389511108,0.5047230124473572
baseline,44,argmax,94,10,True,27,0.39343005418777466,0.9866384091128582,0.07369892299175262,True,1.74076247215271,0.3317895829677582
baseline,44,argmax,94,20,True,27,0.4526478052139282,0.9872696307476131,0.09078249335289001,False,1.555966854095459,0.46795186400413513
baseline,44,argmax,95,10,True,21,0.7676381468772888,0.9710956929154455,3.2314412593841553,True,1.4322361946105957,0.5009416341781616
baseline,44,argmax,95,20,True,21,0.9181048274040222,0.9897225028249056,0.027110181748867035,False,0.7585178017616272,0.8067654371261597
baseline,44,argmax,96,10,True,16,1.1619153022766113,0.9462848513741742,1.3221306800842285,True,0.9897667765617371,0.7140333652496338
baseline,44,argmax,97,10,True,16,0.45908814668655396,0.9904952847410168,0.002432706765830517,False,1.2673802375793457,0.6011649966239929
baseline,44,argmax,98,10,True,16,0.9884224534034729,0.9486490783457207,1.1711772680282593,True,1.0840222835540771,0.6747154593467712
baseline,44,argmax,99,10,True,18,0.8264643549919128,0.9659388456026383,0.004675133153796196,False,1.2224105596542358,0.6188045740127563
baseline,44,argmax,100,10,True,19,0.9125528335571289,0.9664882662525709,3.9747514724731445,True,1.155015230178833,0.6513756513595581
ablation,1,sample,1,10,True,26,0.24771296977996826,0.9924146227672518,0.014401750639081001,False,1.502784252166748,0.4655130207538605
ablation,1,sample,1,20,True,26,0.4549304246902466,0.9952147619172746,0.042411938309669495,False,1.4907257556915283,0.46773186326026917
ablation,1,sample,2,10,True,41,0.7476575970649719,0.9760377345107139,0.0013672765344381332,False,1.5824028253555298,0.4297695755958557
ablation,1,sample,2,20,True,41,0.33678844571113586,0.9868574633421803,8.029048331081867e-05,False,1.3126089572906494,0.6239660382270813
ablation,1,sample,2,30,True,41,0.29602551460266113,0.9896793066829667,1.2348555326461792,True,1.3253263235092163,0.6229120492935181
ablation,1,sample,2,40,True,41,1.0923441648483276,0.9783247833609614,0.0011534914374351501,False,1.5444071292877197,0.3850926160812378
ablation,1,sample,3,10,True,34,0.9911553859710693,0.9761553784234969,0.004496891051530838,False,1.5134329795837402,0.46394166350364685
ablation,1,sample,3,20,True,34,0.30775752663612366,0.9929011426456512,0.000538392923772335,False,1.6583197116851807,0.42441996932029724
ablation,1,sample,3,30,True,34,1.0701539516448975,0.9915719796855123,0.12747226655483246,False,1.5468597412109375,0.352352499961853
ablation,1,sample,4,10,True,37,0.36083748936653137,0.9832222114202468,1.1647015810012817,True,1.4959208965301514,0.46906960010528564
ablation,1,sample,4,20,True,37,0.5042928457260132,0.9874481762728009,1.412301778793335,True,1.2607487440109253,0.6353704333305359
ablation,1,sample,4,30,True,37,0.5229710340499878,0.9881882596059928,1.3350437879562378,True,1.6408792734146118,0.4338286519050598
ablation,1,sample,5,10,True,37,0.46628719568252563,0.9849688429918402,0.9399251341819763,True,1.7818183898925781,0.3395032584667206
ablation,1,sample,5,20,True,37,0.18427440524101257,0.9948541740365159,6.937072612345219e-05,False,1.5422031879425049,0.4494348466396332
ablation,1,sample,5,30,True,37,0.7565712332725525,0.9933195905807559,0.0023198202252388,False,1.5776276588439941,0.44474002718925476
ablation,1,sample,6,10,True,44,0.538145899772644,0.9472489823110531,0.0008162623271346092,False,1.485625982284546,0.48609042167663574
ablation,1,sample,6,20,True,44,0.5259239077568054,0.9492483723841267,1.2924022674560547,True,1.2135767936706543,0.6628932356834412
ablation,1,sample,6,30,True,44,0.562674880027771,0.9829421701902643,1.1200428009033203,True,1.2474846839904785,0.6443164944648743
ablation,1,sample,6,40,True,44,0.6543950438499451,0.9852632661707946,1.7619081735610962,True,1.408848762512207,0.5890233516693115
ablation,1,sample,7,10,True,41,0.4466150104999542,0.9832199274897542,0.0003378388937562704,False,1.5295215845108032,0.45017486810684204
ablation,1,sample,7,20,True,41,0.3969666361808777,0.983909974434917,1.2632927894592285,True,1.4951066970825195,0.4718642830848694
ablation,1,sample,7,30,True,41,0.5767360925674438,0.9510664495405353,0.019359296187758446,False,1.4122648239135742,0.5378865003585815
ablation,1,sample,7,40,True,41,0.9551589488983154,0.9942472293859609,0.0013328399509191513,False,1.5444071292877197,0.3850926160812378
ablation,1,sample,8,10,True,31,0.6366540789604187,0.9846606239513044,0.014593049883842468,False,1.3493787050247192,0.5616848468780518
ablation,1,sample,8,20,True,31,0.32838746905326843,0.9844763257800663,0.04847461357712746,False,1.740907073020935,0.32973340153694153
ablation,1,sample,8,30,True,31,1.2223902940750122,0.9937079996176521,5.5786356925964355,True,1.5435373783111572,0.3765026032924652
ablation,1,sample,9,10,True,46,0.44195637106895447,0.9782021141444474,0.00010568113066256046,False,1.2114795446395874,0.6510347127914429
ablation,1,sample,9,20,True,46,0.12022745609283447,0.9987645070695809,1.0262805223464966,True,1.1437736749649048,0.6836122870445251
ablation,1,sample,9,30,True,46,0.4377196431159973,0.9854167888430797,0.0016904063522815704,False,1.6468160152435303,0.43096619844436646
ablation,1,sample,9,40,True,46,0.4559793770313263,0.9848746171044332,1.077641248703003,True,1.095005989074707,0.7012283205986023
ablation,1,sample,10,10,True,53,0.547957181930542,0.9861093516800498,0.0002679433673620224,False,1.521394968032837,0.4594537317752838
ablation,1,sample,10,20,True,53,0.4818231761455536,0.9727474723959594,0.00024218996986746788,False,1.5031729936599731,0.47682225704193115
ablation,1,sample,10,30,True,53,0.375299334526062,0.9809289176767837,0.0003712223842740059,False,1.670605182647705,0.38201865553855896
ablation,1,sample,10,40,True,53,0.3666273355484009,0.9769775069046526,3.769120667129755e-05,False,1.595416784286499,0.46891695261001587
ablation,1,sample,10,50,True,53,0.8980718851089478,0.984848384954184,0.055670928210020065,False,1.5639283657073975,0.4496456980705261
ablation,1,sample,11,10,True,32,0.8811574578285217,0.9805974761406181,0.0009121010079979897,False,1.3315505981445312,0.6018155217170715
ablation,1,sample,11,20,True,32,0.5197796821594238,0.9680258776764277,0.016238652169704437,False,1.3775746822357178,0.5272775292396545
ablation,1,sample,11,30,True,32,1.2653160095214844,0.9638459438565332,0.027294769883155823,False,1.3914581537246704,0.510036051273346
ablation,1,sample,12,10,True,31,0.5693877935409546,0.9529656553753472,0.009914404712617397,False,1.4559471607208252,0.5056785941123962
ablation,1,sample,12,20,True,31,0.4858676493167877,0.9556457231651114,1.4945482015609741,True,1.310075283050537,0.6261769533157349
ablation,1,sample,12,30,True,31,1.280928134918213,0.9774565379193444,5.5165815353393555,True,1.5427392721176147,0.35972458124160767
ablation,1,sample,13,10,True,228,0.28011012077331543,0.9912087831322303,3.3613297939300537,True,1.431811809539795,0.5025153160095215
ablation,1,sample,13,20,True,228,0.2815467417240143,0.9900724997217366,0.7407288551330566,True,1.3315505981445312,0.6018155217170715
ablation,1,sample,13,30,True,228,0.3209192752838135,0.9954173190866634,0.00010568881407380104,False,1.4228012561798096,0.5161176323890686
ablation,1,sample,13,40,True,228,0.2795674502849579,0.9988492310057567,0.00013066455721855164,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,50,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,60,True,228,0.6997328400611877,0.9842461217139047,1.0004963874816895,True,1.8060897588729858,0.28023630380630493
ablation,1,sample,13,70,True,228,0.3279077708721161,0.9839849434120074,0.15606005489826202,False,1.6293630599975586,0.46657511591911316
ablation,1,sample,13,80,True,228,0.5379794239997864,0.9812087627001077,1.481715202331543,True,1.509695291519165,0.4645909070968628
ablation,1,sample,13,90,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,100,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,110,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,120,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,130,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,140,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,150,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,160,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,170,True,228,0.6997328400611877,0.9842461217139047,0.004415355622768402,False,1.8060897588729858,0.28023630380630493
ablation,1,sample,13,180,True,228,0.6997328400611877,0.9842461217139047,0.0008100522682070732,False,1.509695291519165,0.4645909070968628
ablation,1,sample,13,190,True,228,0.0,1.000000037222623,0.0,False,1.509695291519165,0.4645909070968628
