model_type,seed,action_mode,episode_id,episode_seed,success,return,episode_length,num_goal_updates,mean_goal_norm,std_goal_norm,mean_goal_delta_l2,std_goal_delta_l2,mean_goal_cosine_prev,std_goal_cosine_prev,mean_policy_entropy,mean_top1_prob,mean_chosen_action_prob,mean_action_kl_on_goal_update,top1_action_change_rate_on_goal_update
baseline,1,sample,26,1026,True,0.9532,52,6,2.046050195510571,0.18004082255324588,0.03417636454105377,0.10820026812205283,0.9992446995610595,0.002414635216548693,1.3750368563028483,0.549589987557668,0.31220567755651873,0.42608353761024775,0.2
baseline,1,sample,27,1027,True,0.9739,29,3,1.9420874529871448,0.1799481143665668,0.023881233164242337,0.08883284947038661,0.9994580114770304,0.001965126791187957,1.3413448785913402,0.5691349722188095,0.456590100609023,2.061338186264038,1.0
baseline,1,sample,28,1028,True,0.9766,26,3,2.1400169959435096,0.1639229566179408,0.039072434902191165,0.13292248748071717,0.9983909612508053,0.005601288145954679,1.3081365135999827,0.5845963335954226,0.3863934585108207,1.899601399898529,1.0
baseline,1,sample,29,1029,True,0.9559,49,5,2.0317239323440863,0.21858904033993903,0.02612959034740925,0.09272500793649215,0.9992588108018791,0.003048677963965111,1.3379438811418962,0.576633849314281,0.34046410533542537,0.7960757996333996,0.5
baseline,1,sample,30,1030,True,0.9541,51,6,1.964266206703934,0.2206937214837928,0.03827414929866791,0.1221823852280117,0.998919607402631,0.004262204946441128,1.4676415183964897,0.49594704952894475,0.34196466751688837,0.6287346025928855,0.4
baseline,1,sample,31,1031,True,0.9667,37,4,2.1353781996546566,0.2494505211154489,0.04509496854411231,0.1569753984816805,0.9979236520961572,0.007145601776769524,1.3229926341288798,0.5760948698262911,0.3975650369114167,0.5273563923935095,0.3333333333333333
baseline,1,sample,32,1032,True,0.9784,24,3,1.90573384364446,0.26364324635515246,0.04409303872481636,0.14288232336983633,0.9985979250016541,0.004568514780094311,1.35271351536115,0.5628659700353941,0.46323000608632964,1.174019694328308,1.0
baseline,1,sample,33,1033,True,0.982,20,2,2.006262421607971,0.06464087963104248,0.025286475294514707,0.10728142891834469,0.9985987121107138,0.005945220459514059,1.3005693197250365,0.5824087530374527,0.3931933011859655,0.0001664450392127037,0.0
baseline,1,sample,34,1034,True,0.9685,35,4,2.151440382003784,0.17550285602310475,0.028152734917752883,0.09307214925879483,0.9992480785432065,0.002746705087710984,1.3281821761812482,0.5874459462506431,0.3992234215140343,0.7652746856523057,0.6666666666666666
baseline,1,sample,35,1035,True,0.9694,34,4,1.9892502953024471,0.16078452315032155,0.0365611170277451,0.11659784377830355,0.9987619333036087,0.004263645094175153,1.3416212902349585,0.5766358962830376,0.3913924837594523,0.2653545554106434,0.3333333333333333
baseline,1,sample,36,1036,True,0.9487,57,6,1.8221627327433803,0.22721042973830125,0.021083425464374677,0.07334634121002845,0.9993967913695,0.0024735942990316757,1.494026729935094,0.4831508173231493,0.28251050314620924,0.3854929891880602,0.6
baseline,1,sample,37,1037,True,0.9766,26,3,2.1103382935890784,0.1108642878643721,0.027410886287689208,0.09295782205923778,0.9991512282422201,0.002878368682011059,1.4251452730252192,0.5148953440097662,0.3772780385154944,0.3683129455894232,0.5
baseline,1,sample,38,1038,True,0.9676,36,4,2.1535911891195507,0.1848057038738086,0.031978079676628114,0.10871819959664504,0.9991221560176393,0.0031302677272524847,1.3635280132293701,0.5593749127454228,0.362846585870203,0.2202111833418409,0.3333333333333333
baseline,1,sample,39,1039,True,0.8839,129,13,1.7479627890180247,0.22504440670529538,0.022138679400086403,0.07603999486979256,0.999384502190656,0.002384142248438878,1.6385870210884153,0.4073065393423849,0.2307931616534154,0.10057604432222433,0.16666666666666666
baseline,1,sample,40,1040,True,0.9676,36,4,2.082596527205573,0.11804345741764202,0.024939434017453875,0.08299090585991312,0.9992836031155097,0.0026136923052540164,1.362669340438313,0.5578462266259723,0.36089513761301834,0.11309786210767925,0.0
baseline,1,sample,41,1041,True,0.973,30,3,1.9628629684448242,0.24521172417212564,0.02955616753676842,0.1147106885799525,0.9990541493448093,0.003926919558686971,1.2971813261508942,0.5870943625768026,0.4007324470827977,0.5284735416062176,0.5
baseline,1,sample,42,1042,True,0.964,40,4,1.9451899528503418,0.11093061058577315,0.02277026306360196,0.07973442878633652,0.9993008047419213,0.002788457907805777,1.3862070351839066,0.5363519050180912,0.3412160027772188,0.7033908046626797,0.3333333333333333
baseline,1,sample,43,1043,True,0.9604,44,5,2.043195962905884,0.24105925600982886,0.03236617217230242,0.10723756553311961,0.999151896783872,0.003268703921862983,1.4060615653341466,0.5302233397960663,0.32558723737020046,0.6883291830017697,0.25
baseline,1,sample,44,1044,True,0.9739,29,3,2.14847548254605,0.1313418570161917,0.019619198249919072,0.07140519821753565,0.9996165489274776,0.0014106213045047785,1.359345271669585,0.5509978913027664,0.3767291398654724,0.5255403192713857,0.5
baseline,1,sample,45,1045,True,0.9685,35,4,2.146754332951137,0.19576040678491882,0.02826496126020656,0.09398656986624558,0.999276800488744,0.002929416664163256,1.3320382952690124,0.5723359652927944,0.39695973343082835,0.6459594876893485,0.3333333333333333
baseline,1,sample,46,1046,True,0.9766,26,3,2.1515586742988,0.29183456758230225,0.04350813865661621,0.14956256020576267,0.9987754149045499,0.004179845681066033,1.3326540130835314,0.5678244840640289,0.4495858737769035,0.08530006743967533,0.0
baseline,1,sample,47,1047,True,0.9676,36,4,2.094546298185984,0.09019177988246345,0.026716103298323496,0.09025418864998032,0.9991768280473774,0.003141147071383138,1.4085099945465724,0.5115458253357146,0.3194517796445224,0.018456120043992996,0.0
baseline,1,sample,48,1048,True,0.9766,26,3,1.856004889194782,0.2491904477763554,0.0365040922164917,0.12933560489129473,0.9984405000366751,0.006972974039153687,1.3025029507967143,0.5933230840242826,0.3794452619667237,7.076846668496728e-05,0.0
baseline,1,sample,49,1049,True,0.9694,34,4,2.265366357915542,0.11392192584908374,0.02875179774833448,0.09265667928161977,0.9992048789676292,0.0028200561349623265,1.3226262138170355,0.581395636586582,0.3723922216004747,1.8408257365226746,1.0
baseline,1,sample,50,1050,True,0.973,30,3,1.9071156183878581,0.0990368060211922,0.03173464331133612,0.11976277769132104,0.9979970758484173,0.008764555768043282,1.3139363447825114,0.587089749177297,0.3960346401979526,0.00028195325285196304,0.0
baseline,1,sample,51,1051,True,0.9595,45,5,2.0733292367723255,0.16566082919349925,0.026549055833708157,0.08434182431872156,0.9992990099575234,0.002469332098269072,1.337585241264767,0.5670549439059364,0.35735073362787567,0.0058020460382977035,0.0
baseline,1,sample,52,1052,True,0.955,50,5,1.9062314748764038,0.19929121962024446,0.025192083752885158,0.08569148026730396,0.9992752201239892,0.0028249774765683115,1.4193635082244873,0.5193453031778336,0.37045984238386154,0.8387896501226351,0.25
baseline,1,sample,53,1053,True,0.9712,32,4,2.107949808239937,0.20493928984855275,0.049913854368271365,0.15634109604809374,0.9976554882730384,0.008493164284695756,1.3114699553698301,0.5795788299292326,0.4075214531039819,1.2444746694527566,0.6666666666666666
baseline,1,sample,54,1054,True,0.9757,27,3,2.1717916329701743,0.21221975124673323,0.028336737018365126,0.09830161058595353,0.9995009158370647,0.001752826641427527,1.2973861385274816,0.5770238682075783,0.3651814979535562,0.006132921786047518,0.0
baseline,1,sample,55,1055,True,0.973,30,3,1.837804635365804,0.15065931492683424,0.024820132502194107,0.09194787677597449,0.9993253154512286,0.002592542904598059,1.3842493454615274,0.5492910792430242,0.38494982818762463,1.0224452828988433,0.5
baseline,1,sample,56,1056,True,0.9621999999999999,42,5,2.1193925937016806,0.12709823877369256,0.033242655236546584,0.10194537566677864,0.9990777292490404,0.002950553077082993,1.3762428178673698,0.5519310086965561,0.32961636613167467,0.556535570329288,0.25
baseline,1,sample,57,1057,True,0.9784,24,3,2.066955248514811,0.14341864399641938,0.039092570543289185,0.13165156119000007,0.9985146176322194,0.004966208150256036,1.3228124181429546,0.5771203736464182,0.4480665768496692,1.4604186415672302,1.0
baseline,1,sample,58,1058,True,0.9748,28,3,1.886328101158142,0.19762398637465262,0.031163053932013334,0.12195694101607613,0.998399648779165,0.007224457883867682,1.321913895862443,0.5791324909244265,0.41356488822826315,0.6779897585511208,0.5
baseline,1,sample,59,1059,True,0.9775,25,3,2.0586947917938234,0.22758686783562596,0.046465493738651276,0.1543537026294655,0.9982299889087272,0.0072873838399059795,1.3050227403640746,0.5842457723617553,0.4175562262535095,1.070658028125763,1.0
baseline,1,sample,60,1060,True,0.9631,41,5,1.995811171647979,0.2739507985161529,0.03554769307374954,0.11012843519260378,0.9990966656999399,0.0036793499792094606,1.3052303849197016,0.5858577896909016,0.36106565462925083,1.5851681092462968,0.5
baseline,1,sample,61,1061,True,0.9721,31,4,2.053058408921765,0.19732647011110335,0.042614661653836566,0.13349628402174277,0.9984273670973743,0.007535416503184285,1.3096442184140604,0.5869783816799041,0.38526651082981017,2.2096865884959698,0.6666666666666666
baseline,1,sample,62,1062,True,0.9604,44,5,2.0134393735365435,0.1822486410370387,0.03279189384260843,0.11144020977886392,0.9990467842707921,0.003380493176455024,1.3356611132621765,0.5672992420467463,0.35904185786123644,0.3103332086466253,0.25
baseline,1,sample,63,1063,True,0.9649,39,4,2.008692307349963,0.12108700743058744,0.026218386857133163,0.0903648431020942,0.9992512565114877,0.002586076030552131,1.4068878247187688,0.5242506036391625,0.3769062128968728,0.007472545839846134,0.0
baseline,1,sample,64,1064,True,0.9766,26,3,2.0895355297968936,0.13885792359453605,0.030543441772460937,0.1037818313748922,0.9990393632479546,0.003272525476964838,1.287676792878371,0.5993803900021774,0.4047652451464763,0.9869696558162104,0.5
baseline,1,sample,65,1065,True,0.9748,28,3,2.1246340445109775,0.05082542145321063,0.028600085664678504,0.10120674915937229,0.9988361783817743,0.004115196908088732,1.2832328166280473,0.5982484413044793,0.3613898345668401,7.76402885094285e-05,0.0
baseline,1,sample,66,1066,True,0.9748,28,3,1.821326494216919,0.19087777119032123,0.028863069635850412,0.11090491569204843,0.9988285500548668,0.0051716137678511674,1.3719421029090881,0.5547188499144146,0.37694856765613494,1.2141740322113037,1.0
baseline,1,sample,67,1067,True,0.9739,29,3,1.9000557619949867,0.21154650075877274,0.028523176908493042,0.10285081831310906,0.9991874498517929,0.003137402293876063,1.3427463934339325,0.5716519150240668,0.45625676587224007,0.3516071029007435,0.5
baseline,1,sample,68,1068,True,0.9739,29,3,2.0604935843369057,0.41481798780508966,0.051513493061065674,0.1889632194550034,0.9977665587316812,0.008156178889626163,1.3412401552858024,0.5619774080556015,0.35543297179814043,1.8774034976959229,1.0
baseline,1,sample,69,1069,True,0.9604,44,5,2.2077719298276035,0.08459744655623133,0.030194578475730365,0.09581997068465513,0.9991030473161439,0.003185072760393395,1.3396709805185145,0.5654766315763647,0.32894342621280387,0.7432264790986665,0.25
baseline,1,sample,70,1070,True,0.9676,36,4,2.049673318862915,0.2002733040552127,0.03250059059688023,0.10793453662219209,0.9991429305194548,0.002842731380060755,1.399388571580251,0.5436550445026822,0.3665156960487366,0.40081735723651946,0.3333333333333333
baseline,1,sample,71,1071,True,0.9613,43,5,2.045913441236629,0.15880691563113317,0.0430403287921633,0.13478029885055987,0.9981845823867884,0.0072715218463898145,1.3304895897244298,0.5745759433092072,0.352614923401974,0.00037288799649104476,0.0
baseline,1,sample,72,1072,True,0.9649,39,4,2.094464681087396,0.0967539395010711,0.027121597999020627,0.09379410357801665,0.9990101604824208,0.0036921876449717713,1.3081499704947839,0.5853622884322436,0.3394961565828476,7.906598815073569e-05,0.0
baseline,1,sample,73,1073,True,0.9757,27,3,2.187223690527457,0.16047506214107105,0.03175040047902327,0.11003310279574977,0.9990665253686524,0.003968224960453064,1.3026650857042383,0.5835077012026751,0.43470251422237466,0.017363717779517174,0.0
baseline,1,sample,74,1074,True,0.9712,32,4,2.031251899898052,0.14293222920177023,0.03765293859666394,0.11918282007030968,0.9991581927957685,0.002869323696135365,1.3660146109759808,0.5618944279849529,0.3710802380228415,0.009181001650479933,0.0
baseline,1,sample,75,1075,True,0.9676,36,4,2.0465212729242115,0.1718439939743275,0.037323065314974105,0.12371246350105967,0.9982879000150945,0.006596799084561203,1.2944571640756395,0.5850144392914243,0.38768014796207556,0.813563018416365,0.6666666666666666
baseline,1,sample,76,1076,True,0.9415,65,7,1.8651886719923754,0.11387415992724544,0.024373295949772,0.07825942914130761,0.9993015245382645,0.0022606779075257585,1.5900171756744386,0.4236970241253193,0.2988035351754381,0.30149015652326244,0.3333333333333333
baseline,1,sample,77,1077,True,0.9856,16,2,1.7973044514656067,0.2203532248917509,0.03923509120941162,0.14680426884444434,0.9986298928741668,0.005126717990586828,1.3422037586569786,0.5662038139998913,0.5404878864064813,0.028726261109113693,0.0
baseline,1,sample,78,1078,True,0.982,20,2,2.0117167830467224,0.0734749436378479,0.016589647845218058,0.0703839149331029,0.9994937272452755,0.002148070402653148,1.3087595224380493,0.5769084170460701,0.47831677794456484,3.1566829420626163e-05,0.0
baseline,1,sample,79,1079,True,0.9721,31,4,2.142648481553601,0.15693234220634505,0.03963532547156016,0.1251682719369897,0.9988949588073335,0.0036200200580768518,1.3382790415517745,0.5666439475551728,0.43316556807727585,0.6300021450151689,0.3333333333333333
baseline,1,sample,80,1080,True,0.9621999999999999,42,5,2.0021559170314243,0.24526958475898994,0.041416158036487856,0.12924840338088206,0.99917292458315,0.0030369442139317874,1.3733363038017636,0.5482064613274166,0.3445598785987213,0.06881986767984927,0.0
baseline,1,sample,81,1081,True,0.9793,23,3,2.0400543731191885,0.19569511245747062,0.050023374232378875,0.15830979687075658,0.998010880559972,0.008362617279443886,1.305074235667353,0.5800529485163481,0.40067823522764706,0.0131621602922678,0.0
baseline,1,sample,82,1082,True,0.9649,39,4,2.1317382898086157,0.11780176735468509,0.0298079252243042,0.104214523617101,0.9991301618292584,0.0031523161144796073,1.3978892411941137,0.5311572849750519,0.36448376988753295,1.5529548128445942,1.0
baseline,1,sample,83,1083,True,0.9694,34,4,2.007749487372006,0.2063716532434054,0.038712126739097366,0.1285521780290848,0.9989791252287417,0.003324178813182001,1.3333006413543926,0.5731066158589195,0.3583685159135391,0.1121808256721124,0.0
baseline,1,sample,84,1084,True,0.9766,26,3,1.8866243820924025,0.33845950543789216,0.045983405113220216,0.15703210958016053,0.9982396386004325,0.007547507305607128,1.2953829994568458,0.5852436492076287,0.3955744274247151,1.2829995155334473,1.0
baseline,1,sample,85,1085,True,0.9469,59,6,1.8539905588505632,0.276808282435892,0.0295453528905737,0.10162150632804648,0.9991140210290249,0.003007101527680658,1.5778041865866064,0.4403201478012538,0.2842121239656867,0.6464872136712074,0.6
baseline,1,sample,86,1086,True,0.9766,26,3,2.0832905310850878,0.18007099310711627,0.03777058482170105,0.12897192504407087,0.9986578625521844,0.004558693278931375,1.304475146990556,0.59456045123247,0.44760776540407765,1.9355151057243347,1.0
baseline,1,sample,87,1087,True,0.9739,29,3,2.200055771860583,0.09732339671176926,0.02954788931778499,0.11109851039306261,0.9987511124619333,0.0057673831249260505,1.2912517169426228,0.5888170846577349,0.39468995539535734,0.020111497025936842,0.0
baseline,1,sample,88,1088,True,0.9658,38,4,2.1022563733552633,0.11672154279191164,0.023270916697141285,0.08470918198348573,0.9992541289819744,0.0032413753522306144,1.3765652869877063,0.5523210701189543,0.34417991477407905,1.0060178645896183,0.3333333333333333
baseline,1,sample,89,1089,True,0.9703,33,4,2.0398502855589897,0.15609106445802673,0.03423464111983776,0.11089499502434708,0.9987240415845244,0.005299375512213915,1.3093567924066023,0.5818366453503118,0.4277208372950554,0.43008012551096425,0.3333333333333333
baseline,1,sample,90,1090,True,0.9766,26,3,2.0390077921060414,0.11640407295674415,0.029209820032119752,0.10097438049061852,0.9988754631326252,0.0043436858400571,1.2973498083077943,0.5968144375544328,0.40649543011274475,0.5151361458119936,0.5
baseline,1,sample,91,1091,True,0.9676,36,4,1.959832615322537,0.2532701866690753,0.02825110980442592,0.10248264064552477,0.9992736732373132,0.0030052961769514827,1.3436570465564728,0.5716555135117637,0.3532324087185164,0.777870025485754,0.6666666666666666
baseline,1,sample,92,1092,True,0.9703,33,4,2.1005358045751397,0.21538863457646792,0.050383144058287144,0.17393084379794707,0.9980624749997362,0.006970287191971719,1.3145698489564839,0.5833246572451158,0.3969363023837407,0.7500161429246267,0.3333333333333333
baseline,1,sample,93,1093,True,0.9595,45,5,2.134368101755778,0.3446674130349412,0.04522128064524044,0.1455998165270548,0.9987501992733964,0.004173420187655591,1.3141779992315503,0.5784898029433356,0.3178727577957842,0.49057530518621206,0.25
baseline,1,sample,94,1094,True,0.9532,52,6,1.991610320714804,0.2394976093601637,0.0323108200933419,0.1031642762685003,0.999264215185749,0.002420497508830787,1.3905301919350257,0.5378019471581166,0.3228038819148563,0.4213995978818275,0.2
baseline,1,sample,95,1095,True,0.9649,39,4,2.025944226827377,0.08770864981055695,0.02809340310724158,0.10010739244491229,0.998801976668576,0.0047741132869104155,1.3765143476999724,0.5590648689331152,0.3289853482483289,0.8081965385936201,0.6666666666666666
baseline,1,sample,96,1096,True,0.9712,32,4,1.929334633052349,0.2753011396055099,0.05319812701594445,0.16748148837371318,0.9975027147782597,0.008744215194170218,1.3400745205581188,0.5714003331959248,0.3837901744991541,1.1188630825684716,0.6666666666666666
baseline,1,sample,97,1097,True,0.9676,36,4,2.1276786724726358,0.1649658954721062,0.029923095873423986,0.0985963692822836,0.9991214818670989,0.002932069779732678,1.2853986074527104,0.5949378112951914,0.37049700125741464,0.8084888001127789,0.3333333333333333
baseline,1,sample,98,1098,True,0.9694,34,4,2.0813439102733837,0.2069109400840585,0.049003641713749276,0.16087720803664532,0.9978189384773426,0.006943378548922394,1.3465005369747387,0.5644986673313028,0.38203515923198533,0.8808609057838718,0.3333333333333333
baseline,1,sample,99,1099,True,0.9532,52,6,2.1339581425373373,0.16820514735288755,0.03395095935054854,0.10545511111432541,0.999024805250888,0.003148726275924608,1.3643613709853246,0.5464398090082866,0.3520467524201824,0.6304276730399578,0.4
baseline,1,sample,100,1100,True,0.9487,57,6,2.122230283001013,0.13342160900761166,0.024635747873357365,0.08184781207634412,0.9992958220104976,0.002680494531597695,1.448985677016409,0.5040811295049232,0.3191320979477544,0.5111672081518919,0.4
baseline,1,argmax,1,1001,True,0.9874,14,2,2.0889088937214444,0.2002157321530012,0.039136455609248236,0.13557265908676386,0.9994912802946916,0.0017621023363289445,1.2682013085910253,0.5954351723194122,0.5954351723194122,0.01257279235869646,0.0
baseline,1,argmax,2,1002,True,0.9802,22,3,1.8853468353098088,0.30855406365729443,0.054598470528920494,0.1685848685575571,0.9988295171142987,0.004300152778188156,1.3578888719732112,0.5655805373733694,0.5655805373733694,0.9896703157573938,0.5
baseline,1,argmax,3,1003,True,0.9208000000000001,88,9,1.6043446063995361,0.07723803111126067,0.015313587997151518,0.053969686923953264,0.9995666694169317,0.001836642318111828,1.6854702613570474,0.3709970233453946,0.3709970233453946,0.06212198967114091,0.875
baseline,1,argmax,4,1004,True,0.9829,19,2,1.9182078085447614,0.03365643573222492,0.031168484025531344,0.1285109518276425,0.9976617237724184,0.009641034623870044,1.2990466795469586,0.5918032762251402,0.5918032762251402,1.06612229347229,1.0
baseline,1,argmax,5,1005,True,0.982,20,2,2.0136720538139343,0.07490235567092896,0.02299918626484118,0.0975772834178502,0.9989049535876114,0.004646367668922554,1.3136263489723206,0.5834191367030144,0.5834191367030144,1.2862643003463745,1.0
baseline,1,argmax,6,1006,True,0.9838,18,2,1.9974070257610745,0.0396768748057954,0.01708318556056303,0.06833274224225212,0.9994276011957095,0.002289780429872941,1.2803901500172086,0.6003598603937361,0.6003598603937361,1.720176100730896,1.0
baseline,1,argmax,7,1007,True,0.9865,15,2,2.0143733819325766,0.16931748985138084,0.03411337733268738,0.12299753115225531,0.9991712528413839,0.002987843499587778,1.32701465288798,0.5775089661280314,0.5775089661280314,2.153534173965454,1.0
baseline,1,argmax,8,1008,True,0.9811,21,3,1.7658650193895613,0.1851152499246361,0.058763518929481506,0.17760696895480543,0.9978554720701374,0.008257639838796979,1.3613785590444292,0.5633176196189154,0.5633176196189154,2.761617660522461,1.0
baseline,1,argmax,9,1009,True,0.9838,18,2,2.0516458219952054,0.06978963335670113,0.018756491296431598,0.07502596518572639,0.9994311216894827,0.0022756803702052584,1.2698353562090132,0.6046705279085371,0.6046705279085371,0.005108419805765152,0.0
baseline,1,argmax,10,1010,True,0.9829,19,2,1.9254281144393117,0.06081812487561851,0.02627557350529565,0.10833696493601484,0.9984387740443302,0.006437224682815519,1.2928024122589512,0.5955205324449038,0.5955205324449038,0.8584120869636536,1.0
baseline,1,argmax,11,1011,True,0.9208000000000001,88,9,1.6007865233854814,0.07297687707010701,0.015004570456756943,0.05200224350941906,0.9995664382314985,0.001838480384413011,1.6972474929961292,0.3660729339515621,0.3660729339515621,0.06390304211527109,0.875
baseline,1,argmax,12,1012,True,0.9198999999999999,89,9,1.6077504854523734,0.07709295874290048,0.01594470153478059,0.05646678456746093,0.9995379198345684,0.001824077507383052,1.682992586928807,0.37307486256186884,0.37307486256186884,0.17895510140806437,0.875
