model_type,seed,action_mode,episode_id,episode_seed,success,return,episode_length,num_goal_updates,mean_goal_norm,std_goal_norm,mean_goal_delta_l2,std_goal_delta_l2,mean_goal_cosine_prev,std_goal_cosine_prev,mean_policy_entropy,mean_top1_prob,mean_chosen_action_prob,mean_action_kl_on_goal_update,top1_action_change_rate_on_goal_update
baseline,11,sample,37,1047,True,0.9802,22,3,3.1593875885009766,0.24175735886084057,0.06795297066370647,0.20949967113265824,0.9986647825986946,0.004915311219197492,1.2824608250097795,0.5985573638569225,0.4484791477972811,1.6702716946601868,1.0
baseline,11,sample,38,1048,True,0.9811,21,3,2.652170499165853,0.5323644347837203,0.0986794501543045,0.296586351259387,0.9987987447201,0.003948677468651447,1.3031040089471,0.5788937537443071,0.44582069310404004,0.40227723866701126,0.5
baseline,11,sample,39,1049,True,0.973,30,3,3.0759114424387612,0.1076624160591,0.04870316900055984,0.18785022227139325,0.9980219468645259,0.00876219542976146,1.2548128982385,0.6078176865975062,0.440511409783115,2.027929751202464,0.5
baseline,11,sample,40,1050,True,0.973,30,3,2.787854274113973,0.10238316659092792,0.044114270086946156,0.18384264164284467,0.9976748778854275,0.011513973032396017,1.3153616825739542,0.5856559584538142,0.38819614704698324,2.3844578862190247,1.0
baseline,11,sample,41,1051,True,0.9685,35,4,3.2279063974108015,0.1786471360442719,0.048630372566335345,0.15916579721051657,0.9989891545210867,0.00351212413025919,1.338225962434496,0.5721634336880275,0.41507346779108045,0.7327501232114931,0.3333333333333333
baseline,11,sample,42,1052,True,0.9541,51,6,3.0437119521346747,0.4491679803486774,0.05738141417503357,0.1963609566449923,0.9992191491449273,0.0034289982042622416,1.3286821094213748,0.5697411678585351,0.3428432262119125,1.3473397323861718,0.6
baseline,11,sample,43,1053,True,0.9739,29,3,2.986991183511142,0.23385558308600923,0.036185845732688904,0.13805725242873015,0.9991959332860455,0.0034148932404674203,1.2412398889147003,0.6101571609233988,0.448071731960979,1.957954227924347,1.0
baseline,11,sample,44,1054,True,0.9784,24,3,3.1326974034309387,0.2618404295955799,0.07069682556649913,0.2300291709099027,0.9979800721666557,0.008740872192340557,1.2523149400949478,0.6116911272207896,0.4461729899824907,0.49218317912891507,0.5
baseline,11,sample,45,1055,True,0.9694,34,4,2.702911278780769,0.4002248954097564,0.04839091138406233,0.16655501437584042,0.9986547294637091,0.006495553482976608,1.4059662222862244,0.5419738774790483,0.41255312878638506,0.39330133609473705,0.6666666666666666
baseline,11,sample,46,1056,True,0.9712,32,4,3.1347090005874634,0.1646683055777205,0.06878795931416173,0.21486830500373227,0.9978812139096802,0.006985467799542906,1.298524959012866,0.588249639607966,0.37898708903230727,1.7245473060756922,0.6666666666666666
baseline,11,sample,47,1057,True,0.973,30,3,2.7579864660898843,0.20537344714247358,0.04752881156987157,0.17531011104412325,0.9981206971512022,0.006908464545430803,1.251016757885615,0.6081049303213756,0.41370119179288545,1.3483348786830902,1.0
baseline,11,sample,48,1058,True,0.9685,35,4,2.7932611192975725,0.38650523845733825,0.05398092462736018,0.20109278132699088,0.9984692499957738,0.006521672331367469,1.3868956412587847,0.549687956060682,0.3534604244998523,0.03929297152596215,0.0
baseline,11,sample,49,1059,True,0.9676,36,4,2.979151447614034,0.3670099542654903,0.0561279364994594,0.1963778497644824,0.9981852991195447,0.009239696615080438,1.257998474770122,0.597350735631254,0.3332295098031561,0.0020457337765643993,0.0
baseline,11,sample,50,1060,True,0.964,40,4,2.7440807819366455,0.3654346738072291,0.0464188494743445,0.16369410647357704,0.9987600539786717,0.004665918986316163,1.3768491119146347,0.5533059060573577,0.37322122110053896,0.005623113053540389,0.0
baseline,11,sample,51,1061,True,0.9694,34,4,3.0297649888431324,0.4368751844502294,0.0644769397648898,0.206930777899099,0.9985449588198022,0.005434396554439412,1.2826878288212944,0.6007516620790257,0.35429477505385876,0.0067304577678442,0.0
baseline,11,sample,52,1062,True,0.9766,26,3,2.9717644911545973,0.3392653071301086,0.07015313148498535,0.2401467077440647,0.997396611889392,0.012148806646384569,1.19902710043467,0.6320771689598377,0.4677652299690705,0.004741082899272442,0.0
baseline,11,sample,53,1063,True,0.9775,25,3,3.004888820648193,0.4041443475588907,0.06205154707034429,0.21133142346848074,0.9985319729491867,0.006341387341579212,1.2738819670677186,0.5991297960281372,0.44108716676011683,0.003623759374022484,0.0
baseline,11,sample,54,1064,True,0.9811,21,3,3.0816165606180825,0.2576701059865194,0.08022563457489014,0.24179718169075262,0.9981855649694005,0.007506221030145004,1.233345871879941,0.6157012695357913,0.4427124401997952,0.007857445627450943,0.0
baseline,11,sample,55,1065,True,0.9802,22,3,3.2138009504838423,0.2519268504552154,0.07415704500107538,0.23181536671572336,0.9979401363617597,0.007481158279508712,1.2978112480857156,0.5824060832912271,0.42306837354871357,2.3492212295532227,1.0
baseline,11,sample,56,1066,True,0.9766,26,3,2.713353340442364,0.4553950934021406,0.057751290798187256,0.19929287619064248,0.9989014073153859,0.004259882817208506,1.2951496197627141,0.5819340359706145,0.4009822919391669,0.3555745924822986,0.5
baseline,11,sample,57,1067,True,0.9586,46,5,2.795246870621391,0.4793790742862526,0.040312078264024526,0.1363176066288425,0.999336806062542,0.0030521700517744266,1.3959656798321267,0.5346990959799808,0.37258915327813313,1.2470222583215218,0.75
baseline,11,sample,58,1068,True,0.9694,34,4,2.9242301548228546,0.5362860668223722,0.07720635876511082,0.24624571551608473,0.998141453036039,0.005884904762577648,1.3003988038091099,0.5871681658660665,0.33788088183192644,0.6173342391848564,0.6666666666666666
baseline,11,sample,59,1069,True,0.9775,25,3,3.138677883148193,0.17501600556775387,0.0458862433830897,0.1521960618846317,0.9989912793299393,0.003455416633202065,1.2858230018615722,0.60206378698349,0.4977315925061703,2.5032399892807007,1.0
baseline,11,sample,60,1070,True,0.9613,43,5,2.768154044483983,0.35166175387885795,0.054858836389723276,0.1766601065249495,0.9986819036470869,0.004808579970168958,1.4689132751420486,0.4889985627906267,0.36478251374738163,0.5948735526762903,0.5
baseline,11,sample,61,1071,True,0.9676,36,4,2.8774052063624063,0.37714528589070595,0.05403297884123666,0.18410652809923728,0.9982311250965143,0.007494966551202164,1.315218652288119,0.5829683144887289,0.40635069035407567,0.2709055195252101,0.3333333333333333
baseline,11,sample,62,1072,True,0.9757,27,3,2.8569280483104564,0.2848016309763281,0.047111873443310075,0.16334813443972407,0.9988741962833534,0.003916751162517634,1.3346402799641643,0.5744435323609246,0.4556958976512154,1.5699949860572815,0.5
baseline,11,sample,63,1073,True,0.9712,32,4,3.0395814031362534,0.14050848260255244,0.06166024361887286,0.19647016318053342,0.9981326685422522,0.007769352582529606,1.2193547915667295,0.6192229008302093,0.4386201877496205,1.530112539107601,0.3333333333333333
baseline,11,sample,64,1074,True,0.9649,39,4,3.1161272403521414,0.23828825832049974,0.0498061948700955,0.1781177671509898,0.9986650896818181,0.005220795784006817,1.3727151537552857,0.5590248711598225,0.35508904405511343,1.503789519270261,0.6666666666666666
baseline,11,sample,65,1075,True,0.9613,43,5,2.9355273579442223,0.3588282499669494,0.052133421103159584,0.17036133408249887,0.9989883096255328,0.003456477870165418,1.3199243517809136,0.5767652454764344,0.3666623814334703,0.23630517208948731,0.25
baseline,11,sample,66,1076,True,0.9649,39,4,2.920897881189982,0.3068100876258547,0.04554571603473864,0.15692690554981972,0.9990580413899445,0.0037936796745467855,1.287517222074362,0.5949285756318997,0.3718085022499928,0.7522686906546975,0.3333333333333333
baseline,11,sample,67,1077,True,0.9775,25,3,2.7200527667999266,0.4518835364181545,0.06543865551551183,0.238989646028866,0.9976803596312874,0.010164991700803183,1.3539937734603882,0.5526115763187408,0.409382059276104,0.6311810677871108,0.5
baseline,11,sample,68,1078,True,0.9748,28,3,3.134498817580087,0.09613628117190734,0.041574070851008095,0.15919814205029142,0.9987386278131929,0.005515338671602328,1.228366649576596,0.6139612879071917,0.42097396975649254,0.7559141670353711,0.5
baseline,11,sample,69,1079,True,0.9748,28,3,2.781634671347482,0.21909505282637637,0.04310143214684946,0.1588414701370402,0.9985220983298783,0.006948728998956794,1.2611603736877441,0.6084541433623859,0.47455543279647827,0.0027084453031420708,0.0
baseline,11,sample,70,1080,True,0.9658,38,4,2.9631455195577523,0.5122204681879198,0.045950881935454706,0.17109074657580273,0.9992925190911675,0.0029284377909725317,1.2914015791918103,0.5905322079595766,0.38006492586512314,0.5214026913357278,0.3333333333333333
baseline,11,sample,71,1081,True,0.9793,23,3,2.914641525434411,0.3643733538156265,0.0704261606389826,0.2227173085493245,0.9984305027909464,0.00523007906403958,1.3172349178272744,0.580390769502391,0.42920399052293406,0.7642421011987608,0.5
baseline,11,sample,72,1082,True,0.9712,32,4,3.1481963843107224,0.17822844870393734,0.06322544428610033,0.19596495449561724,0.998766830249035,0.004597989136324797,1.2802917063236237,0.5974524514749646,0.36665404855739325,0.6175702180092534,0.3333333333333333
baseline,11,sample,73,1083,True,0.9712,32,4,2.832164764404297,0.37130300618561635,0.06942347461177457,0.22071577252295277,0.9983513949062927,0.0066367779181181474,1.2748297527432442,0.6053656134754419,0.37446521781384945,1.0482876778890688,0.3333333333333333
baseline,11,sample,74,1084,True,0.9757,27,3,2.7071759082652904,0.4582473289277042,0.05222160197221316,0.20143234340508248,0.9990563263809455,0.003797459366328538,1.2728682734348156,0.5862585582115032,0.3884098035869775,0.0026109376922249794,0.0
baseline,11,sample,75,1085,True,0.9811,21,3,2.6902879306248257,0.4707995792114763,0.09566178917884827,0.2891378124359936,0.9980711916976339,0.007901559842701043,1.3363425845191592,0.5693467656771342,0.4743054016005425,3.2828779462724924,0.5
baseline,11,sample,76,1086,True,0.9631,41,5,2.9548548372780403,0.2993084681335311,0.053067722171545026,0.17672372607943107,0.9992611600735547,0.002620517986899463,1.3164768698738842,0.5772000776558388,0.3623677202636694,1.9764060089364648,0.75
baseline,11,sample,77,1087,True,0.9775,25,3,3.2304077625274656,0.20376528300351027,0.04906357948978742,0.1772920346823064,0.9986988544440424,0.005272993219529202,1.284399003982544,0.5925819766521454,0.41961461745202544,1.8550827503204346,1.0
baseline,11,sample,78,1088,True,0.9694,34,4,2.9614006210775936,0.3167248971438657,0.062338863358353126,0.19841462612791438,0.9985635455662315,0.004865660245348076,1.3096885663621567,0.5846529962385402,0.40423528406330766,0.819722435126702,0.6666666666666666
baseline,11,sample,79,1089,True,0.9712,32,4,2.926702171564102,0.4030179505712312,0.060848248581732475,0.18863142632750518,0.9992962662962623,0.0024041046296231624,1.253672305494547,0.6127437902614474,0.44611131597775966,3.412609338760376,1.0
baseline,11,sample,80,1090,True,0.9784,24,3,2.9461360772450766,0.22704100707485309,0.056797177895255714,0.186795033765342,0.9983054056639328,0.006325829203571789,1.1897731969753902,0.6320095198849837,0.40328721329569817,0.30485568661242723,0.5
baseline,11,sample,81,1091,True,0.9784,24,3,2.5443994800249734,0.3968450867274102,0.06848842423895131,0.2274344478829737,0.9974788233570142,0.010466531697911643,1.3291186094284058,0.5668415750066439,0.4556928103168805,0.7106555430218577,0.5
baseline,11,sample,82,1092,True,0.9739,29,3,2.853978658544606,0.23824532405218848,0.03824274029050555,0.13917472767391337,0.999199919461194,0.0028846667679674346,1.315667216120095,0.5847957072586849,0.4401152704296441,0.009877029224298894,0.0
baseline,11,sample,83,1093,True,0.9748,28,3,2.740363989557539,0.4239263615658539,0.04999540139127661,0.18612960417311988,0.9990855127040055,0.003390615496520347,1.24614503128188,0.6095173944319997,0.4657057127250092,0.8347587836906314,0.5
baseline,11,sample,84,1094,True,0.9748,28,3,2.6617083890097484,0.47444661621568734,0.06330346840399283,0.2250497425887529,0.9977268389031233,0.009776323159957074,1.308058785540717,0.581332157765116,0.4386507502890059,0.4429607633501291,0.5
baseline,11,sample,85,1095,True,0.9793,23,3,2.9889075548752495,0.19604918373061136,0.045859689062291924,0.1458339482931672,0.9991025748261559,0.002874358980582822,1.3289966660997141,0.579078936058542,0.4187995961502842,1.0999398827552795,1.0
baseline,11,sample,86,1096,True,0.9784,24,3,2.5500159660975137,0.3913409761663074,0.06668737919434257,0.22341656084930425,0.9983443493128956,0.005659794373144049,1.2953747833768527,0.5892682944734892,0.49970237848659355,1.772155225276947,1.0
baseline,11,sample,87,1097,True,0.9748,28,3,3.0245084081377303,0.26522298639545383,0.03984279985781069,0.14840063104202603,0.9991953495525873,0.003196202426139863,1.295850783586502,0.5834342528666768,0.41784413079065935,1.632202417589724,0.5
baseline,11,sample,88,1098,True,0.955,50,5,2.9607788562774657,0.24255173372325356,0.039050956769865384,0.15430654575235866,0.9985985448206449,0.007994636727206189,1.318769702911377,0.5765631645917892,0.310579614918679,0.9914219677448273,0.5
baseline,11,sample,89,1099,True,0.9154,94,10,2.547196205626143,0.1962912991482929,0.035229668501884706,0.11647291096941269,0.9990388114078669,0.003849095401589315,1.5572773234007207,0.45115055841334323,0.29517331873958413,0.11593756923038098,0.1111111111111111
baseline,11,sample,90,1100,True,0.946,60,6,2.8777530193328857,0.2343222435777703,0.04692117011142989,0.16679632818742052,0.9988032010078419,0.0053685308432929535,1.4357168177763622,0.5174235835671425,0.30740698172400394,1.3446291916072368,0.8
baseline,11,sample,91,1101,True,0.9694,34,4,2.8687148514915917,0.5478471758242528,0.06221802848758119,0.2005062450873564,0.9989370298294654,0.0037545450552162506,1.2878708295962389,0.5948666474398445,0.4161738646490609,0.24711458136638006,0.3333333333333333
baseline,11,sample,92,1102,True,0.9685,35,4,2.7754500934055875,0.40121810120185664,0.0538926808273091,0.17983068668741592,0.9985467136409673,0.006075172110302232,1.3418633886745999,0.5602195594991957,0.36451248585113455,0.31430381947817904,0.3333333333333333
baseline,11,sample,93,1103,True,0.9676,36,4,2.953390532069736,0.3532381351068298,0.05614069359643119,0.18446737316038495,0.9985839141596115,0.00546513752623638,1.2959631697999106,0.583856446047624,0.4163486166443262,0.4415765916928649,0.3333333333333333
baseline,11,sample,94,1104,True,0.9784,24,3,2.7134136160214744,0.49933025769213973,0.07539810564206995,0.2447739717075342,0.9986069270816056,0.0047115593801219735,1.2987769444783528,0.5901410467922688,0.4747324991039932,0.007213181350380182,0.0
baseline,11,sample,95,1105,True,0.9766,26,3,2.9289850271665134,0.38772653871876395,0.05092771649360657,0.1809079057888268,0.9990702776788628,0.00382516375661941,1.2377037543516893,0.6170157492160797,0.42128274876337785,0.0004528648860286921,0.0
baseline,11,sample,96,1106,True,0.9631,41,5,2.6056278856789192,0.4263396893739195,0.06262445896863937,0.1992650987971709,0.9988330679819155,0.0045207300438284675,1.3868117913967226,0.5406690545198394,0.335038215376255,0.01015472924336791,0.0
baseline,11,sample,97,1107,True,0.9676,36,4,3.014370256000095,0.29832824305301764,0.048881171430860244,0.17848682874859242,0.998312907996808,0.008863212869997302,1.306295492582851,0.5830939279662238,0.3718605394889083,1.50397529390951,0.6666666666666666
baseline,11,sample,98,1108,True,0.9784,24,3,2.8133816719055176,0.21638297100138815,0.053512682085451874,0.17494919928712954,0.9986964095245316,0.004391981984042376,1.2995737741390865,0.5862608440220356,0.46015182851503295,1.1227893829345703,1.0
baseline,11,sample,99,1109,True,0.9721,31,4,2.827436654798446,0.48271034601751167,0.07502568264802296,0.23885920118480886,0.9984595689066308,0.006543422617712826,1.3023490444306405,0.5804074156668878,0.42824158883623537,2.930511466537913,0.6666666666666666
baseline,11,sample,100,1110,True,0.9757,27,3,2.9133389437640154,0.15936255408197292,0.039975840311784014,0.13848038425000891,0.9989959026992337,0.003603555938358759,1.3309765568485967,0.5793314774831136,0.4100318265457948,0.8223777302773669,0.5
baseline,11,argmax,1,1011,True,0.9838,18,2,2.4286675453186035,0.3400453564568677,0.057916770963107836,0.23166708385243134,0.9975302547967734,0.009879117006383177,1.3540142542786069,0.5636348128318787,0.5636348128318787,0.04380398988723755,0.0
baseline,11,argmax,2,1012,True,0.9829,19,2,2.4268650506672107,0.32756926870934194,0.05460801058345371,0.22515459564042675,0.9974629463165494,0.010460541005291013,1.2786872512415837,0.5970351492103777,0.5970351492103777,1.0225626230239868,1.0
baseline,11,argmax,3,1013,True,0.9847,17,2,2.9785904744092155,0.08959972618908695,0.04432367905974388,0.17166487084103046,0.998361411367697,0.006346094832984489,1.2805661418858696,0.5979738025104299,0.5979738025104299,3.095207691192627,1.0
baseline,11,argmax,4,1014,True,0.9838,18,2,2.741035434934828,0.23338531123495768,0.061796013046713436,0.24718405218685374,0.9965835917587209,0.013665698947656853,1.2226868437396154,0.6254830393526289,0.6254830393526289,1.1408460140228271,1.0
baseline,11,argmax,5,1015,True,0.9847,17,2,3.0072304080514347,0.08240652972317138,0.05874331668019295,0.22751188720337565,0.9970709123589576,0.011344584632984128,1.2541618873091305,0.6105818573166343,0.6105818573166343,1.1090400218963623,1.0
baseline,11,argmax,6,1016,True,0.9874,14,2,2.7452657222747803,0.2924457537578898,0.06748752869092502,0.23378365713988888,0.9983578359885651,0.005688710389670905,1.203516960144043,0.623822916831289,0.623822916831289,0.6922271847724915,1.0
baseline,11,argmax,7,1017,True,0.9811,21,3,2.8450885046096075,0.224724497536586,0.08646034896373749,0.259402577318837,0.997671067738041,0.009547288816451758,1.2648843782288688,0.6066504362083617,0.6066504362083617,3.061516452115029,0.5
baseline,11,argmax,8,1018,True,0.9847,17,2,2.4270776860854206,0.37168278600043536,0.055450670421123505,0.21475952307704754,0.9988849835205769,0.004318291292383789,1.297858410021838,0.5885990454870111,0.5885990454870111,1.498449444770813,1.0
baseline,11,argmax,9,1019,True,0.9865,15,2,3.092263380686442,0.1078668227645172,0.04188205940382821,0.1510079127025314,0.998936479817636,0.0038349183075334177,1.2245615442593893,0.6240845779577892,0.6240845779577892,0.6829050779342651,1.0
baseline,11,argmax,10,1020,True,0.9847,17,2,3.1290222336264217,0.13509933688365794,0.05164685472846031,0.20002740824732057,0.9980871442218832,0.007408846274017457,1.2424360198133133,0.617093925966936,0.617093925966936,0.014217190444469452,0.0
baseline,11,argmax,11,1021,True,0.9829,19,2,2.6530246860102604,0.23349374380815233,0.04906850059827169,0.20231461085735752,0.9977878002569164,0.009121389614529426,1.258527021659048,0.60894344511785,0.60894344511785,0.001986148301512003,0.0
baseline,11,argmax,12,1022,True,0.9847,17,2,2.3892683141371784,0.1909581689865345,0.048519231379032135,0.18791417510177577,0.9975790993416424,0.009376474448472293,1.3320618797751034,0.5712676802102257,0.5712676802102257,0.013934958726167679,0.0
baseline,11,argmax,13,1023,True,0.9838,18,2,2.420558876461453,0.21360892309395926,0.041890193434322584,0.16756077373729034,0.9984010706435801,0.006395942476167321,1.2802336480882432,0.594393950369623,0.594393950369623,0.004866637289524078,0.0
baseline,11,argmax,14,1024,True,0.9811,21,3,2.8482617083049955,0.3080609283216484,0.07469393312931061,0.22447332655526953,0.9989126408847986,0.003898384211741356,1.2966104944547017,0.595772861015229,0.595772861015229,0.8503146674484015,0.5
baseline,11,argmax,15,1025,True,0.982,20,2,2.544344425201416,0.35968875885009766,0.041078463981026096,0.17428116265026536,0.9996197911630861,0.0016130708815998162,1.3138906031847,0.5765926107764244,0.5765926107764244,2.9720282554626465,1.0
baseline,11,argmax,16,1026,True,0.9838,18,2,2.714510891172621,0.1544749991169975,0.0417441164746004,0.1669764658984016,0.9983909011694106,0.006436479627531323,1.2965959641668532,0.5930449482467439,0.5930449482467439,0.013258643448352814,0.0
baseline,11,argmax,17,1027,True,0.9811,21,3,2.8341228053683327,0.41446377017743,0.07702402770519257,0.2318301276501477,0.9993103053285577,0.00241049702479492,1.2839874085925875,0.5949463035379138,0.5949463035379138,3.915063977241516,1.0
baseline,11,argmax,18,1028,True,0.9865,15,2,3.1043717861175537,0.12945960858521446,0.059253773518971035,0.21364251868738035,0.9977905221117858,0.007966267770173313,1.2282627503077188,0.6198114037513733,0.6198114037513733,0.014384090900421143,0.0
baseline,11,argmax,19,1029,True,0.9802,22,3,2.6576559760353784,0.4890814525932803,0.08602751720519293,0.2655081862477266,0.9987832217425017,0.003905887476182793,1.2912824993783778,0.5930372341112657,0.5930372341112657,2.0517236590385437,1.0
baseline,11,argmax,20,1030,True,0.9811,21,3,2.5683872359139577,0.4635332308345498,0.09398413896560669,0.28427024665335676,0.9989570820963646,0.003234456373062495,1.28092641773678,0.5964246136801583,0.5964246136801583,4.350375652313232,1.0
baseline,11,argmax,21,1031,True,0.9811,21,3,2.7736696288699196,0.35368752732483466,0.07703535854816437,0.23216727712490798,0.9990080141988678,0.0029799581435308994,1.2717185957091195,0.6017067744618371,0.6017067744618371,3.869653046131134,1.0
baseline,11,argmax,22,1032,True,0.9829,19,2,2.5350800062480725,0.3693796872115856,0.048283027278052434,0.19907602139198896,0.9990954300418634,0.0037294902361130785,1.366769464392411,0.5562947219923923,0.5562947219923923,0.6954355239868164,1.0
baseline,11,argmax,23,1033,True,0.9892,12,2,3.1103790998458862,0.2466973509974948,0.0949873382394964,0.30037633771361716,0.9972959776749839,0.00855072637415775,1.1756454606850941,0.6407859375079473,0.6407859375079473,1.5789546966552734,1.0
baseline,11,argmax,24,1034,True,0.982,20,2,2.8896888494491577,0.06319177150726318,0.04037053647794222,0.17127768062215093,0.9981952395833391,0.0076566721645942555,1.249987044930458,0.6091424897313118,0.6091424897313118,0.013897348195314407,0.0
baseline,11,argmax,25,1035,True,0.982,20,2,2.660569906234741,0.19508910179138184,0.05337218861830862,0.226439018992641,0.9967253233353824,0.013893114310693696,1.2530617386102676,0.6148300021886826,0.6148300021886826,1.1445338726043701,1.0
baseline,11,argmax,26,1036,True,0.9847,17,2,2.3950163616853604,0.3333621738243324,0.058193545788526535,0.22538263369572203,0.9978423749309714,0.008356320191193955,1.3177554151591133,0.5829536441494437,0.5829536441494437,0.002966053783893585,0.0
baseline,11,argmax,27,1037,True,0.9865,15,2,3.2126612663269043,0.045431268121650985,0.04656245453017099,0.16788331731999204,0.9985755987694231,0.005135435469480277,1.236724062760671,0.6177605350812276,0.6177605350812276,0.0040652137249708176,0.0
baseline,11,argmax,28,1038,True,0.982,20,2,2.569315791130066,0.13780272006988525,0.034959601728539715,0.14832102869898828,0.9985397921587996,0.006195181128036888,1.2268680721521377,0.6210119992494583,0.6210119992494583,0.008576545864343643,0.0
baseline,11,argmax,29,1039,True,0.9847,17,2,3.25754781330333,0.09204611467118201,0.04040670022368431,0.15649447704152483,0.9988824758493888,0.004327821089743551,1.2054364856551676,0.629883727606605,0.629883727606605,1.9889217615127563,1.0
baseline,11,argmax,30,1040,True,0.9829,19,2,2.806289974011873,0.032302369012256776,0.03536905182732476,0.1458303365620053,0.9985866696625574,0.00582734593316848,1.28695851878116,0.5982560656572643,0.5982560656572643,0.01780759170651436,0.0
baseline,11,argmax,31,1041,True,0.9829,19,2,2.5556758704938387,0.39108963434366784,0.0503111547893948,0.2074382053434746,0.9991148767849022,0.003649524625398743,1.283083112616288,0.5883457394022691,0.5883457394022691,0.6509420275688171,1.0
baseline,11,argmax,32,1042,True,0.9838,18,2,2.703283601337009,0.011315534418685564,0.03997256825951969,0.15989027303807876,0.9981453219993189,0.007418780822467306,1.2179343435499403,0.624548163678911,0.624548163678911,1.369088053703308,1.0
baseline,11,argmax,33,1043,True,0.9811,21,3,2.456018572761899,0.3648987024248668,0.09757212698459625,0.3121408947990735,0.9984298171204742,0.004984967980520056,1.3459487642560686,0.5674710898172288,0.5674710898172288,0.7203476498834789,0.5
baseline,11,argmax,34,1044,True,0.9856,16,2,3.2166768610477448,0.0466569944368005,0.04345829089482625,0.16260603514319738,0.998670556669991,0.004974008008716252,1.238940479233861,0.6134129334241152,0.6134129334241152,0.0040652137249708176,0.0
baseline,11,argmax,35,1045,True,0.982,20,2,2.6965715885162354,0.16617774963378906,0.03590617995513113,0.15233701999666624,0.9987104777929037,0.005470932412345115,1.2592591136693954,0.610018290579319,0.610018290579319,0.00645148940384388,0.0
baseline,11,argmax,36,1046,True,0.9838,18,2,2.690673722161187,0.3321561260064671,0.04793146778555477,0.1917258711422191,0.9991286683908773,0.0034853008898498134,1.197058293554518,0.6317571798960367,0.6317571798960367,0.0058125946670770645,0.0
baseline,11,argmax,37,1047,True,0.9874,14,2,3.091035842895508,0.18224527372627758,0.08543134652651273,0.295942865485886,0.9959047066187418,0.014186446702846465,1.251218957560403,0.6130789454494204,0.6130789454494204,1.7131844758987427,1.0
baseline,11,argmax,38,1048,True,0.9874,14,2,2.3429770469665527,0.345408180609603,0.06981258208935077,0.24183787837265708,0.9985020045980186,0.005189391610658433,1.2372329788548606,0.6103983159576144,0.6103983159576144,0.004587199538946152,0.0
baseline,11,argmax,39,1049,True,0.9847,17,2,2.9451583553762997,0.04390979259567388,0.039511311799287796,0.15302665258545023,0.9985809196866785,0.005496005037324679,1.2605220955960892,0.6041339513133553,0.6041339513133553,2.38456392288208,1.0
baseline,11,argmax,40,1050,True,0.9856,16,2,2.774794042110443,0.1265472993636556,0.057665387789408364,0.21576412418342367,0.9971185340641172,0.010781481904362239,1.282600648701191,0.5985958632081747,0.5985958632081747,2.8470804691314697,1.0
baseline,11,argmax,41,1051,True,0.982,20,2,3.0004613399505615,0.024175643920898438,0.04441677896600021,0.18844443363193655,0.997924877285785,0.00880396521158789,1.2635272532701491,0.6093793287873268,0.6093793287873268,0.002808891236782074,0.0
baseline,11,argmax,42,1052,True,0.9811,21,3,2.549346537817092,0.392241745131781,0.1135061502456665,0.3467926335615966,0.9965804137376644,0.011389501501149592,1.2927013209887914,0.5895196043309712,0.5895196043309712,3.1947650611400604,1.0
baseline,11,argmax,43,1053,True,0.9829,19,2,2.7707138061523438,0.09916799192363436,0.035867144664128624,0.14788402593951117,0.9986379225637605,0.005615888483508487,1.2299155090984546,0.6154568524737107,0.6154568524737107,0.002364605665206909,0.0
baseline,11,argmax,44,1054,True,0.9874,14,2,3.11837785584586,0.187088513495014,0.07610940933227539,0.26365072779511567,0.9969679891715016,0.01050302681492368,1.2313869936125619,0.6183773300477436,0.6183773300477436,1.692382574081421,1.0
baseline,11,argmax,45,1055,True,0.9847,17,2,2.3625491366666904,0.15902264365592464,0.0455065555870533,0.17624613193191951,0.9976623149315575,0.009053965709738468,1.3611269452992607,0.5615363331402049,0.5615363331402049,0.03475215286016464,0.0
baseline,11,argmax,46,1056,True,0.9847,17,2,2.9447596073150635,0.007739641435032399,0.03401605039834976,0.1317435966965608,0.9989344866264599,0.0041269977335175595,1.240474199547487,0.609161541742437,0.609161541742437,2.261402130126953,1.0
baseline,11,argmax,47,1057,True,0.9847,17,2,2.6741732008316936,0.1720689146224813,0.05870438739657402,0.22736111473623977,0.9967405576184701,0.012623493298131734,1.250299821881687,0.6077425427296582,0.6077425427296582,0.00645894929766655,0.0
baseline,11,argmax,48,1058,True,0.9838,18,2,2.468652884165446,0.3175185422266018,0.05779074921327479,0.23116299685309916,0.9973448794223072,0.010620624457747245,1.3212738268905215,0.5778365979592005,0.5778365979592005,0.043155014514923096,0.0
baseline,11,argmax,49,1059,True,0.9856,16,2,2.664223849773407,0.10765009873629651,0.04006717999776204,0.14991766000582749,0.9985635265002233,0.005374729929652447,1.297237053513527,0.5875209551304579,0.5875209551304579,1.823580265045166,1.0
baseline,11,argmax,50,1060,True,0.9802,22,3,2.5663248625668613,0.4677011341987991,0.11012170712153117,0.3455605436066435,0.9960927668628331,0.012676206184058465,1.294976537877863,0.5883613201704893,0.5883613201704893,1.6582792699337006,1.0
baseline,11,argmax,51,1061,True,0.9856,16,2,2.7159720063209534,0.1959978589622506,0.04204257726669312,0.15730891978893646,0.9989763380837214,0.0038303109102187836,1.2728770151734352,0.5991104040294886,0.5991104040294886,0.018553107976913452,0.0
baseline,11,argmax,52,1062,True,0.9838,18,2,2.8457272582583957,0.14379802416683157,0.05280201224719777,0.2112080489887911,0.9974004043142868,0.01039803107860681,1.2044371664524078,0.62860925661193,0.62860925661193,2.972334146499634,1.0
