episode,total_reward,episode_length,success,total_loss,worker_loss,value_loss,entropy_bonus,manager_loss,grad_norm,encoder_grad_norm,manager_grad_norm,worker_grad_norm,value_head_grad_norm,manager_value_head_grad_norm,returns_mean,returns_min,returns_max,advantages_mean,advantages_abs_mean,values_mean,value_min,value_max,manager_values_mean,manager_value_min,manager_value_max,log_prob_mean,log_prob_min,log_prob_max,entropy_mean,entropy_min,entropy_max,num_steps,action_min,action_max,action_coverage,action_histogram,reward_min,reward_max,nonzero_reward_steps,positive_reward_steps,nonzero_reward_fraction,nonzero_return_steps,nonzero_return_fraction,has_reward_signal,has_return_signal,num_goal_updates,final_hidden_norm,final_goal_norm,final_step_count,reward_moving_avg,success_moving_avg,loss_moving_avg
16,0.1765,915,True,0.016634035855531693,0.0350804328918457,0.0016689830226823688,1.942898154258728,0.0014809394488111138,0.025189965963363647,0.00868125246973689,0.0008769884356533923,0.001392442894142991,0.023234223142722003,0.0040783777399039,0.019287677481770515,1.8084896510117687e-05,0.17649999260902405,0.01809544488787651,0.019872747361660004,0.0011922315461561084,-0.0063131749629974365,0.007861670106649399,0.004815618973225355,-0.023765839636325836,0.01099153608083725,-1.9424803256988525,-2.0713682174682617,-1.7820932865142822,1.942898154258728,1.9424494504928589,1.943249225616455,915,0,6,1.0,"118,109,162,133,132,130,131",0.0,0.1765,1,1,0.001092896174863388,915,1.0,True,True,92,1.093411922454834,0.5552666783332825,915,0.026168749999999998,0.125,-0.014949242944567231
17,0.4059999999999999,660,True,0.09584344178438187,0.10832659900188446,0.011889064684510231,1.9430034160614014,0.010023418813943863,0.07819577306509018,0.02738363477996667,0.0028384519608751465,0.006101472333781128,0.07172632695287305,0.013219882357925854,0.06143423914909363,0.000539662258233875,0.4059999883174896,0.05554214119911194,0.059022206813097,0.005892104469239712,-0.0052815452218055725,0.024186894297599792,0.012205383740365505,-0.02428916096687317,0.02045994997024536,-1.945640206336975,-2.073110580444336,-1.7832168340682983,1.9430034160614014,1.94254469871521,1.943329095840454,660,0,6,1.0,"99,102,107,84,87,89,92",0.0,0.4059999999999999,1,1,0.0015151515151515152,660,1.0,True,True,66,1.099988341331482,0.5770815014839172,660,0.048511764705882345,0.17647058823529413,-0.00843202619580552
18,0.0,1000,False,-0.047925032675266266,-0.02863941341638565,0.00024304525868501514,1.9431326389312744,0.00024182809283956885,0.020050283521413803,0.005950367677040831,0.0009274348969969035,0.0006954246428777267,0.018653057817919882,0.004162530301145514,0.0,0.0,0.0,-0.014742732048034668,0.014742732048034668,0.014742732048034668,0.005334824323654175,0.03372175991535187,0.014626707881689072,-0.021729297935962677,0.02129974216222763,-1.9424803256988525,-2.0657315254211426,-1.788097858428955,1.9431326389312744,1.9427518844604492,1.9434294700622559,1000,0,6,1.0,"149,160,167,131,142,138,113",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0989094972610474,0.5587557554244995,1000,0.04581666666666666,0.16666666666666666,-0.010626082111331116
19,0.0,1000,False,-0.057166438549757004,-0.037956174463033676,0.00039627027581445873,1.943244457244873,0.0002404585829935968,0.02546834573149681,0.006824751912216548,0.0009200627113919033,0.0008629187408581124,0.024141421351334603,0.004202386763532791,0.0,0.0,0.0,-0.019533522427082062,0.019533522427082062,0.019533522427082062,0.012673966586589813,0.03603191301226616,0.014813873916864395,-0.01856553554534912,0.021193265914916992,-1.9433895349502563,-2.0632667541503906,-1.794366478919983,1.943244457244873,1.9429833889007568,1.9435665607452393,1000,0,6,1.0,"144,148,168,141,153,118,128",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0595887899398804,0.5618261694908142,1000,0.04340526315789473,0.15789473684210525,-0.013075574555458795
20,0.0,1000,False,-0.0659024715423584,-0.04681605100631714,0.0006096079014241695,1.9432995319366455,0.0004176809743512422,0.031741511076688766,0.008405245010327007,0.0012301674091339007,0.0005249506743238953,0.030055983173372082,0.005632436531709368,0.0,0.0,0.0,-0.024074211716651917,0.024074211716651917,0.024074211716651917,0.01585928350687027,0.04109518229961395,0.019739309325814247,-0.014516673982143402,0.029594726860523224,-1.9439043998718262,-2.0641775131225586,-1.7955971956253052,1.9432995319366455,1.942962646484375,1.943654179573059,1000,0,6,1.0,"139,151,163,141,130,143,133",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.028328776359558,0.5587301850318909,1000,0.041234999999999994,0.15,-0.015716919404803777
21,0.0,1000,False,-0.06724505871534348,-0.04818789288401604,0.0006473661051131785,1.9433526992797852,0.0005267447559162974,0.03294539824128151,0.008726253523970993,0.0014281022302685142,0.0015430566388102429,0.031051068453093984,0.006376716471549729,0.0,0.0,0.0,-0.024788398295640945,0.024788398295640945,0.024788398295640945,0.01623879000544548,0.043257176876068115,0.022306201979517937,-0.014062739908695221,0.029392696917057037,-1.9436721801757812,-2.0617597103118896,-1.7943406105041504,1.9433526992797852,1.9431270360946655,1.9437406063079834,1000,0,6,1.0,"146,136,170,112,152,156,128",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0202624797821045,0.5623593926429749,1000,0.041234999999999994,0.15,-0.015272882310091518
22,0.12160000000000004,976,True,-0.04158872738480568,-0.022583337500691414,0.0007193221244961023,1.9434399604797363,0.0006934453849680722,0.01545015163719654,0.004342857752512118,0.0007033618521744368,0.001304015984391256,0.014416157420437614,0.0031346429251506596,0.012458338402211666,6.7491955633158796e-06,0.12160000205039978,-0.011600284837186337,0.022957131266593933,0.024058621376752853,0.017341051250696182,0.04845643788576126,0.023298969492316246,-0.012433424592018127,0.030664801597595215,-1.9442315101623535,-2.0551517009735107,-1.792521595954895,1.9434399604797363,1.9431194067001343,1.943771243095398,976,0,6,1.0,"132,146,136,172,140,145,105",0.0,0.12160000000000004,1,1,0.0010245901639344263,976,1.0,True,True,98,1.075102686882019,0.5824869275093079,976,0.047314999999999996,0.2,-0.016043878914206288
23,0.0,1000,False,-0.06054433062672615,-0.04140053689479828,0.0004802419862244278,1.9434565305709839,0.0005065183504484594,0.027932217344641685,0.006861675182209251,0.0013693412180378933,0.0006561522194301648,0.026302716762142454,0.00624401116235983,0.0,0.0,0.0,-0.02127612940967083,0.02127612940967083,0.02127612940967083,0.013982623815536499,0.03818830847740173,0.02194034494459629,-0.013995736837387085,0.029271982610225677,-1.9445182085037231,-2.0558922290802,-1.7976579666137695,1.9434565305709839,1.9432443380355835,1.94382643699646,1000,0,6,1.0,"138,153,158,152,130,134,135",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0693658590316772,0.595310389995575,1000,0.047314999999999996,0.2,-0.01986124339455273
24,0.0,1000,False,-0.05715625360608101,-0.03798844292759895,0.00040547800017520785,1.9434857368469238,0.000643110484816134,0.026115598157048225,0.005917170432966603,0.001565188123799007,0.0006269025559426111,0.024376893807422615,0.007066530308266485,0.0,0.0,0.0,-0.019502980634570122,0.019502980634570122,0.019502980634570122,0.010602287948131561,0.03431588411331177,0.024718312546610832,-0.011738061904907227,0.03411085903644562,-1.9476641416549683,-2.048161506652832,-1.7973980903625488,1.9434857368469238,1.94321608543396,1.943739652633667,1000,0,6,1.0,"143,153,139,149,142,143,131",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9864537119865417,0.5496299862861633,1000,0.047314999999999996,0.2,-0.02312147529737558
25,0.0,1000,False,-0.051668811589479446,-0.03246137872338295,0.0003165864327456802,1.9434949159622192,0.0006921847816556692,0.022839995101094246,0.004738730135659422,0.001689222185606622,0.0010112964154448487,0.021018857401705667,0.0073171884694949625,0.0,0.0,0.0,-0.0166945680975914,0.0166945680975914,0.0166945680975914,0.008817397058010101,0.03598218411207199,0.025547605007886887,-0.013480149209499359,0.033721454441547394,-1.944276213645935,-2.054433584213257,-1.7896970510482788,1.9434949159622192,1.9430828094482422,1.9438648223876953,1000,0,6,1.0,"152,129,173,124,118,157,147",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.1242755651474,0.6267675757408142,1000,0.047314999999999996,0.2,-0.025735078658908606
26,0.0,1000,False,-0.04454396665096283,-0.0252704955637455,0.00019588627037592232,1.9435107707977295,0.0006369483307935297,0.018338927999138832,0.003882679281321596,0.0015946463180691246,0.0005332272130697273,0.016417119749907443,0.0069922859703707456,0.0,0.0,0.0,-0.013001211918890476,0.013001211918890476,0.013001211918890476,0.004470758140087128,0.026514984667301178,0.02445400319993496,-0.014708556234836578,0.03376026451587677,-1.9430770874023438,-2.053924560546875,-1.7889175415039062,1.9435107707977295,1.9431217908859253,1.943770408630371,1000,0,6,1.0,"148,149,171,145,120,136,131",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0796805620193481,0.5944144129753113,1000,0.047314999999999996,0.2,-0.026895214337855577
27,0.0,1000,False,-0.03558659180998802,-0.01624656654894352,9.104339551413432e-05,1.9435603618621826,0.0005005667917430401,0.012590785510838032,0.0025898391151838117,0.0014173965954387422,0.0004750604572797679,0.01055935748380455,0.006171377358046599,0.0,0.0,0.0,-0.00835391879081726,0.00835391879081726,0.00835391879081726,0.00043251365423202515,0.022510197013616562,0.021660786122083664,-0.01463036984205246,0.029178105294704437,-1.9438790082931519,-2.04906964302063,-1.7942345142364502,1.9435603618621826,1.9431965351104736,1.943825125694275,1000,0,6,1.0,"127,130,166,129,163,156,129",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0246715545654297,0.5764619708061218,1000,0.047314999999999996,0.2,-0.027133225928992033
28,0.0,1000,False,-0.025185905396938324,-0.005799528211355209,2.6683543183025904e-05,1.9436014890670776,0.0003629515413194895,0.006683471612632275,0.0012498952152666472,0.00116205734425473,0.0003717646648749,0.0038040620250777393,0.005210285921052657,0.0,0.0,0.0,-0.0029849661514163017,0.004631246905773878,0.0029849661514163017,-0.004954226315021515,0.012754742056131363,0.018381081521511078,-0.014783971011638641,0.025908388197422028,-1.943099856376648,-2.0447511672973633,-1.7879074811935425,1.9436014890670776,1.9431546926498413,1.9438307285308838,1000,0,6,1.0,"130,148,164,141,140,152,125",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.1294456720352173,0.6213760375976562,1000,0.047314999999999996,0.2,-0.02656492991372943
29,0.0,1000,False,-0.017253825441002846,0.0021468820050358772,1.2916522791783791e-05,1.9436125755310059,0.000289582007098943,0.004984209779649973,0.0008638865788487376,0.001027578137918849,0.00023513536880896945,0.0013909597620458062,0.004588035851384999,0.0,0.0,0.0,0.001112419064156711,0.002807779936119914,-0.001112419064156711,-0.007688827812671661,0.007833361625671387,0.01621362753212452,-0.017635196447372437,0.02299284189939499,-1.9397943019866943,-2.04618501663208,-1.7911808490753174,1.9436125755310059,1.943245768547058,1.9438742399215698,1000,0,6,1.0,"124,144,192,141,138,123,138",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9922717213630676,0.5479600429534912,1000,0.047314999999999996,0.2,-0.025638415291905404
30,0.0,1000,False,-0.007524848449975252,0.011871973983943462,4.6287015720736235e-05,1.943659782409668,0.00016631808830425143,0.008766910061240196,0.0023355670804958628,0.0007618414276206803,0.0004964976822240733,0.0076700816347622675,0.003427356470020222,0.0,0.0,0.0,0.006105570122599602,0.006123194005340338,-0.006105570122599602,-0.01396283507347107,0.0029372721910476685,0.012181186117231846,-0.018999166786670685,0.017414197325706482,-1.9459421634674072,-2.0443949699401855,-1.787459373474121,1.943659782409668,1.9430699348449707,1.9439061880111694,1000,0,6,1.0,"133,161,141,152,151,143,119",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9785928726196289,0.5475484132766724,1000,0.047314999999999996,0.2,-0.024289700970984995
31,0.6445,395,True,0.3387607932090759,0.3257043659687042,0.0552600622177124,1.9436568021774292,0.04862974211573601,0.22614796459674835,0.057428297254838584,0.009407100390654894,0.018495322673734858,0.2137092781412113,0.04174526423004938,0.1600847989320755,0.012288274243474007,0.6445000171661377,0.16797925531864166,0.16797925531864166,-0.007894457317888737,-0.013442814350128174,0.0008370354771614075,0.010655155405402184,-0.019178926944732666,0.017180241644382477,-1.9399380683898926,-2.047229766845703,-1.7992929220199585,1.9436568021774292,1.9433218240737915,1.9439302682876587,395,0,6,1.0,"55,58,73,50,68,49,42",0.0,0.6445,1,1,0.002531645569620253,395,1.0,True,True,40,1.034244418144226,0.5622259974479675,395,0.07953999999999999,0.25,-0.006044770800508558
32,0.0,1000,False,-0.011365583166480064,0.00804433599114418,2.7427693567005917e-05,1.943669080734253,0.00013058091280981898,0.006182205397635698,0.0014587356647194068,0.0006571140014710168,0.0003644394244901959,0.005168679230238442,0.002968483117026199,0.0,0.0,0.0,0.004137144889682531,0.004299285355955362,-0.004137144889682531,-0.009035393595695496,0.0029656440019607544,0.010571305640041828,-0.020317286252975464,0.01604403555393219,-1.942513346672058,-2.046355724334717,-1.792091965675354,1.943669080734253,1.9433305263519287,1.9438769817352295,1000,0,6,1.0,"130,149,169,150,132,136,134",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9231942892074585,0.5179165601730347,1000,0.07953999999999999,0.25,-0.005819596000947058
33,0.0,1000,False,-0.020976662635803223,-0.0015634079463779926,1.48754315887345e-05,1.9435867071151733,0.00015173733117990196,0.0035024916287511587,0.0006035554994454691,0.0007028840641668272,0.0003922230581885132,0.0010235808133711676,0.0031949281536826917,0.0,0.0,0.0,-0.0008065577712841332,0.0031342816073447466,0.0008065577712841332,-0.007487691938877106,0.013178333640098572,0.011376318521797657,-0.019476808607578278,0.019563965499401093,-1.9459755420684814,-2.0524935722351074,-1.7951570749282837,1.9435867071151733,1.943284511566162,1.943856120109558,1000,0,6,1.0,"134,142,153,150,149,133,139",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9650924801826477,0.5434933304786682,1000,0.07953999999999999,0.25,-0.006094728619791568
34,0.0,1000,False,-0.026673326268792152,-0.007264167070388794,2.8731799829984084e-05,1.9435957670211792,0.0001243047445314005,0.0056063393130898476,0.0011478352004842308,0.000631193321754476,0.0003565878560109138,0.004606485570429098,0.002892791462831678,0.0,0.0,0.0,-0.0037377611733973026,0.00456931721419096,0.0037377611733973026,-0.0028476491570472717,0.019744832068681717,0.01034157071262598,-0.019839219748973846,0.016552194952964783,-1.9435138702392578,-2.053560733795166,-1.79794442653656,1.9435957670211792,1.9432650804519653,1.943910002708435,1000,0,6,1.0,"139,140,159,164,132,139,127",0.0,0.0,0,0,0.0,0,0.0,False,False,100,0.9727423787117004,0.5542756915092468,1000,0.07953999999999999,0.25,-0.006867126305587589
35,0.0,1000,False,-0.03279262036085129,-0.013405155390501022,5.879295349586755e-05,1.9435608386993408,0.00018744729459285736,0.009515496902167797,0.0018265810316597049,0.0007921423833043014,0.00036199350128212515,0.008569614408507877,0.0036071412955254872,0.0,0.0,0.0,-0.006884841248393059,0.006884841248393059,0.006884841248393059,0.00019385665655136108,0.01639477163553238,0.01284155435860157,-0.017199061810970306,0.019915685057640076,-1.9479483366012573,-2.0628957748413086,-1.7952293157577515,1.9435608386993408,1.9431915283203125,1.9439163208007812,1000,0,6,1.0,"140,137,140,139,148,163,133",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.0520188808441162,0.5923963189125061,1000,0.06742999999999999,0.2,-0.010993109201081097
36,0.0,1000,False,-0.035489194095134735,-0.01610570214688778,7.850536348996684e-05,1.9435638189315796,0.00012893270468339324,0.010730751790106297,0.0018023056554179917,0.000632046560623474,0.0002931133343485797,0.010149387274524009,0.0028991839946151173,0.0,0.0,0.0,-0.008281820453703403,0.008281820453703403,0.008281820453703403,0.0027653947472572327,0.021675314754247665,0.010366057977080345,-0.020146362483501434,0.017706356942653656,-1.9441453218460083,-2.0611157417297363,-1.7990281581878662,1.9435638189315796,1.9432251453399658,1.9438825845718384,1000,0,6,1.0,"142,130,163,150,140,142,133",0.0,0.0,0,0,0.0,0,0.0,False,False,100,1.00435471534729,0.578039288520813,1000,0.058605,0.15,-0.013599270698614418
