model_type,seed,action_mode,episode_id,episode_seed,step,reward,done,success,action,goal_updated,goal_age,goal_norm,goal_delta_l2,goal_cosine_prev,policy_entropy,top1_prob,chosen_action_prob,top1_action,action_changed_from_prev_step,hidden_norm,action_prob_kl_from_prev,top1_action_changed_on_goal_update,goal_vector,action_probs
baseline,1,argmax,3,1003,1,0.0,False,True,1,False,1,1.5698381662368774,0.0,1.0000000319018423,1.8431458473205566,0.2594555616378784,0.2594555616378784,1,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.23618187,0.25945556,0.08796955,0.08824645,0.10763917,0.09561332,0.12489403]"
baseline,1,argmax,3,1003,2,0.0,False,True,0,False,2,1.5698381662368774,0.0,1.0000000319018423,1.6934075355529785,0.3890529274940491,0.3890529274940491,0,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.38905293,0.20641626,0.04422475,0.06762277,0.09035597,0.10750037,0.09482703]"
baseline,1,argmax,3,1003,3,0.0,False,True,1,False,3,1.5698381662368774,0.0,1.0000000319018423,1.8431458473205566,0.2594555616378784,0.2594555616378784,1,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.23618187,0.25945556,0.08796955,0.08824645,0.10763917,0.09561332,0.12489403]"
baseline,1,argmax,3,1003,4,0.0,False,True,0,False,4,1.5698381662368774,0.0,1.0000000319018423,1.6934075355529785,0.3890529274940491,0.3890529274940491,0,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.38905293,0.20641626,0.04422475,0.06762277,0.09035597,0.10750037,0.09482703]"
baseline,1,argmax,3,1003,5,0.0,False,True,1,False,5,1.5698381662368774,0.0,1.0000000319018423,1.8431458473205566,0.2594555616378784,0.2594555616378784,1,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.23618187,0.25945556,0.08796955,0.08824645,0.10763917,0.09561332,0.12489403]"
baseline,1,argmax,3,1003,6,0.0,False,True,0,False,6,1.5698381662368774,0.0,1.0000000319018423,1.6934075355529785,0.3890529274940491,0.3890529274940491,0,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.38905293,0.20641626,0.04422475,0.06762277,0.09035597,0.10750037,0.09482703]"
baseline,1,argmax,3,1003,7,0.0,False,True,1,False,7,1.5698381662368774,0.0,1.0000000319018423,1.8431458473205566,0.2594555616378784,0.2594555616378784,1,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.23618187,0.25945556,0.08796955,0.08824645,0.10763917,0.09561332,0.12489403]"
baseline,1,argmax,3,1003,8,0.0,False,True,0,False,8,1.5698381662368774,0.0,1.0000000319018423,1.6934075355529785,0.3890529274940491,0.3890529274940491,0,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.38905293,0.20641626,0.04422475,0.06762277,0.09035597,0.10750037,0.09482703]"
baseline,1,argmax,3,1003,9,0.0,False,True,1,False,9,1.5698381662368774,0.0,1.0000000319018423,1.8431458473205566,0.2594555616378784,0.2594555616378784,1,True,1.9597963094711304,,,"[-0.408923,0.499979,-0.084864,0.17446,-0.449449,-0.353071,-0.684768,-0.156325,0.773618,-0.064966,-0.388119,-0.358443,0.466498,0.044673,-0.275603,0.110235]","[0.23618187,0.25945556,0.08796955,0.08824645,0.10763917,0.09561332,0.12489403]"
baseline,1,argmax,3,1003,10,0.0,False,True,0,True,0,1.6799591779708862,0.2045518159866333,0.9943664814876019,1.6936806440353394,0.3875170052051544,0.3875170052051544,0,True,2.253566026687622,0.06705140322446823,True,"[-0.400963,0.608976,0.005733,0.184406,-0.44041,-0.31333,-0.782232,-0.175206,0.830305,-0.057597,-0.378368,-0.331135,0.516783,0.098826,-0.297458,0.105033]","[0.38751701,0.20835643,0.04385742,0.06766341,0.09013803,0.10822588,0.09424183]"
